b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,samples,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains,path_schedule,deterministic_numerator,deterministic_denominator
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,0,85416,0.00254559516906738,8.617781282,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,1,9124,0.00027191638946533,11.844549269,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,2,1281,0.00003817677497864,14.676945240,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,3,202,0.00000602006912231,17.341788517,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,4,32,0.00000095367431641,20.000000000,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,5,7,0.00000020861625671,22.192645078,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,6,0,0.00000000000000000,inf,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,0,33554432,1.00000000000000000,-0.000000000,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,1,85416,0.00254559516906738,8.617781282,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,2,9124,0.00027191638946533,11.844549269,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,3,1281,0.00003817677497864,14.676945240,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,4,202,0.00000602006912231,17.341788517,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,5,32,0.00000095367431641,20.000000000,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,6,7,0.00000020861625671,22.192645078,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,7,0,0.00000000000000000,inf,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,0,16886913,0.50326922535896301,0.990597714,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,1,43414,0.00129383802413940,9.594127267,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,2,4911,0.00014635920524597,12.738198893,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,3,725,0.00002160668373108,15.498162815,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,4,106,0.00000315904617310,18.272079545,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,5,20,0.00000059604644775,20.678071905,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,6,3,0.00000008940696716,23.415037499,fixed,1,access-plus-rate-deterministic,2,1
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,7,0,0.00000000000000000,inf,fixed,1,access-plus-rate-deterministic,2,1
