b,z,y,n,operations,epoch_operations,epoch,first_operation,last_operation,workload,bucket_slots,metric,threshold,exceed_count,probability,log2_inverse,minimum,mean,maximum,path_schedule,deterministic_numerator,deterministic_denominator,rng_source,initialization
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,post,0,34732,0.52996826171875000,0.916022131,0,0.688980103,9,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,post,1,8339,0.12724304199218750,2.974341327,0,0.688980103,9,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,post,2,1615,0.02464294433593750,5.342681550,0,0.688980103,9,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,post,3,339,0.00517272949218750,7.594858537,0,0.688980103,9,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,post,4,89,0.00135803222656250,9.524266569,0,0.688980103,9,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,post,5,27,0.00041198730468750,11.245112498,0,0.688980103,9,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,post,6,9,0.00013732910156250,12.830074999,0,0.688980103,9,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,post,7,2,0.00003051757812500,15.000000000,0,0.688980103,9,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,post,8,1,0.00001525878906250,16.000000000,0,0.688980103,9,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,post,9,0,0.00000000000000000,inf,0,0.688980103,9,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,insertion,0,65536,1.00000000000000000,-0.000000000,1,1.688980103,10,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,insertion,1,34732,0.52996826171875000,0.916022131,1,1.688980103,10,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,insertion,2,8339,0.12724304199218750,2.974341327,1,1.688980103,10,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,insertion,3,1615,0.02464294433593750,5.342681550,1,1.688980103,10,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,insertion,4,339,0.00517272949218750,7.594858537,1,1.688980103,10,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,insertion,5,89,0.00135803222656250,9.524266569,1,1.688980103,10,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,insertion,6,27,0.00041198730468750,11.245112498,1,1.688980103,10,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,insertion,7,9,0.00013732910156250,12.830074999,1,1.688980103,10,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,insertion,8,2,0.00003051757812500,15.000000000,1,1.688980103,10,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,insertion,9,1,0.00001525878906250,16.000000000,1,1.688980103,10,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,0,0,65536,cycle,4,insertion,10,0,0.00000000000000000,inf,1,1.688980103,10,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,post,0,34491,0.52629089355468750,0.926067663,0,0.680084229,7,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,post,1,8079,0.12327575683593750,3.020038985,0,0.680084229,7,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,post,2,1558,0.02377319335937500,5.394520482,0,0.680084229,7,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,post,3,312,0.00476074218750000,7.714597781,0,0.680084229,7,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,post,4,97,0.00148010253906250,9.400087158,0,0.680084229,7,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,post,5,28,0.00042724609375000,11.192645078,0,0.680084229,7,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,post,6,5,0.00007629394531250,13.678071905,0,0.680084229,7,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,post,7,0,0.00000000000000000,inf,0,0.680084229,7,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,0,65536,1.00000000000000000,-0.000000000,1,1.680068970,8,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,1,34490,0.52627563476562500,0.926109492,1,1.680068970,8,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,2,8079,0.12327575683593750,3.020038985,1,1.680068970,8,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,3,1558,0.02377319335937500,5.394520482,1,1.680068970,8,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,4,312,0.00476074218750000,7.714597781,1,1.680068970,8,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,5,97,0.00148010253906250,9.400087158,1,1.680068970,8,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,6,28,0.00042724609375000,11.192645078,1,1.680068970,8,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,7,5,0.00007629394531250,13.678071905,1,1.680068970,8,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,8,0,0.00000000000000000,inf,1,1.680068970,8,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,2,131072,196608,cycle,4,post,0,34173,0.52143859863281250,0.939430715,0,0.668807983,8,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,2,2,1048576,33554432,65536,2,131072,196608,cycle,4,post,1,7883,0.12028503417968750,3.055470941,0,0.668807983,8,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
