b,z,y,n,operations,epoch_operations,epoch,first_operation,last_operation,workload,bucket_slots,metric,threshold,exceed_count,probability,log2_inverse,minimum,mean,maximum,path_schedule,deterministic_numerator,deterministic_denominator,rng_source,initialization
2,4,1,1048576,33554432,65536,0,0,65536,cycle,4,post,0,31201,0.47608947753906250,1.070695352,0,0.583923340,5,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,0,0,65536,cycle,4,post,1,6193,0.09449768066406250,3.403577269,0,0.583923340,5,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,0,0,65536,cycle,4,post,2,815,0.01243591308593750,6.329343751,0,0.583923340,5,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,0,0,65536,cycle,4,post,3,52,0.00079345703125000,10.299560282,0,0.583923340,5,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,0,0,65536,cycle,4,post,4,7,0.00010681152343750,13.192645078,0,0.583923340,5,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,0,0,65536,cycle,4,post,5,0,0.00000000000000000,inf,0,0.583923340,5,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,0,0,65536,cycle,4,insertion,0,65536,1.00000000000000000,-0.000000000,1,1.583923340,6,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,0,0,65536,cycle,4,insertion,1,31201,0.47608947753906250,1.070695352,1,1.583923340,6,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,0,0,65536,cycle,4,insertion,2,6193,0.09449768066406250,3.403577269,1,1.583923340,6,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,0,0,65536,cycle,4,insertion,3,815,0.01243591308593750,6.329343751,1,1.583923340,6,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,0,0,65536,cycle,4,insertion,4,52,0.00079345703125000,10.299560282,1,1.583923340,6,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,0,0,65536,cycle,4,insertion,5,7,0.00010681152343750,13.192645078,1,1.583923340,6,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,0,0,65536,cycle,4,insertion,6,0,0.00000000000000000,inf,1,1.583923340,6,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,1,65536,131072,cycle,4,post,0,31143,0.47520446777343750,1.073379695,0,0.582382202,5,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,1,65536,131072,cycle,4,post,1,6165,0.09407043457031250,3.410114821,0,0.582382202,5,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,1,65536,131072,cycle,4,post,2,799,0.01219177246093750,6.357948307,0,0.582382202,5,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,1,65536,131072,cycle,4,post,3,51,0.00077819824218750,10.327574658,0,0.582382202,5,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,1,65536,131072,cycle,4,post,4,9,0.00013732910156250,12.830074999,0,0.582382202,5,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,1,65536,131072,cycle,4,post,5,0,0.00000000000000000,inf,0,0.582382202,5,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,0,65536,1.00000000000000000,-0.000000000,1,1.582382202,6,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,1,31143,0.47520446777343750,1.073379695,1,1.582382202,6,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,2,6165,0.09407043457031250,3.410114821,1,1.582382202,6,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,3,799,0.01219177246093750,6.357948307,1,1.582382202,6,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,4,51,0.00077819824218750,10.327574658,1,1.582382202,6,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,5,9,0.00013732910156250,12.830074999,1,1.582382202,6,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,4,1,1048576,33554432,65536,1,65536,131072,cycle,4,insertion,6,0,0.00000000000000000,inf,1,1.582382202,6,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
