b,z,y,n,operations,epoch_operations,epoch,first_operation,last_operation,workload,bucket_slots,metric,threshold,exceed_count,probability,log2_inverse,minimum,mean,maximum,path_schedule,deterministic_numerator,deterministic_denominator,rng_source,initialization
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,post,31,6,0.00009155273437500,13.415037499,0,4.595260620,33,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,post,32,1,0.00001525878906250,16.000000000,0,4.595260620,33,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,post,33,0,0.00000000000000000,inf,0,4.595260620,33,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,0,65536,1.00000000000000000,-0.000000000,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,1,61302,0.93539428710937500,0.096353477,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,2,52965,0.80818176269531250,0.307248299,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,3,44057,0.67225646972656250,0.572916360,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,4,35746,0.54544067382812500,0.874505808,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,5,28135,0.42930603027343750,1.219921657,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,6,21548,0.32879638671875000,1.604733650,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,7,16230,0.24765014648437500,2.013624621,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,8,12216,0.18640136718750000,2.423515653,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,9,8958,0.13668823242187500,2.871039049,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,10,6398,0.09762573242187500,3.356594723,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,11,4451,0.06791687011718750,3.880086215,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,12,3014,0.04598999023437500,4.442536298,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,13,1989,0.03034973144531250,5.042172439,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,14,1288,0.01965332031250000,5.669083122,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,15,809,0.01234436035156250,6.340004108,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,16,541,0.00825500488281250,6.920515216,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,17,385,0.00587463378906250,7.411285364,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,18,277,0.00422668457031250,7.886257834,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,19,177,0.00270080566406250,8.532394450,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,20,125,0.00190734863281250,9.034215715,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,21,96,0.00146484375000000,9.415037499,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,22,84,0.00128173828125000,9.607682577,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,23,78,0.00119018554687500,9.714597781,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,24,64,0.00097656250000000,10.000000000,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,25,54,0.00082397460937500,10.245112498,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,26,42,0.00064086914062500,10.607682577,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,27,35,0.00053405761718750,10.870716983,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,28,25,0.00038146972656250,11.356143810,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,29,20,0.00030517578125000,11.678071905,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,30,18,0.00027465820312500,11.830074999,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,31,12,0.00018310546875000,12.415037499,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,32,6,0.00009155273437500,13.415037499,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,33,1,0.00001525878906250,16.000000000,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,0,0,65536,cycle,3,insertion,34,0,0.00000000000000000,inf,1,5.595123291,34,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,0,60996,0.93072509765625000,0.103572984,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,1,51758,0.78976440429687500,0.340505750,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,2,41700,0.63629150390625000,0.652240237,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,3,32154,0.49063110351562500,1.027289399,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,4,23734,0.36215209960937500,1.465332355,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,5,16685,0.25459289550781250,1.973735934,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,6,11337,0.17298889160156250,2.531248696,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,7,7522,0.11477661132812500,3.123099409,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,8,4654,0.07101440429687500,3.815744505,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,9,2733,0.04170227050781250,4.583730255,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,10,1527,0.02330017089843750,5.423515653,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,11,842,0.01284790039062500,6.282323577,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,12,456,0.00695800781250000,7.167109986,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,13,252,0.00384521484375000,8.022720077,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,14,152,0.00231933593750000,8.752072487,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,15,86,0.00131225585937500,9.573735245,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,16,51,0.00077819824218750,10.327574658,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,17,34,0.00051879882812500,10.912537159,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,18,19,0.00028991699218750,11.752072487,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,19,13,0.00019836425781250,12.299560282,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,20,5,0.00007629394531250,13.678071905,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,post,21,0,0.00000000000000000,inf,0,3.917083740,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,0,65536,1.00000000000000000,-0.000000000,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,1,60996,0.93072509765625000,0.103572984,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,2,51758,0.78976440429687500,0.340505750,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,3,41701,0.63630676269531250,0.652205640,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,4,32155,0.49064636230468750,1.027244531,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,5,23735,0.36216735839843750,1.465271571,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,6,16686,0.25460815429687500,1.973649470,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,7,11338,0.17300415039062500,2.531121446,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,8,7523,0.11479187011718750,3.122907625,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,9,4655,0.07102966308593750,3.815434548,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,10,2733,0.04170227050781250,4.583730255,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,11,1527,0.02330017089843750,5.423515653,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,12,842,0.01284790039062500,6.282323577,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,13,456,0.00695800781250000,7.167109986,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,14,252,0.00384521484375000,8.022720077,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,15,152,0.00231933593750000,8.752072487,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,16,86,0.00131225585937500,9.573735245,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,17,51,0.00077819824218750,10.327574658,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,18,34,0.00051879882812500,10.912537159,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,19,19,0.00028991699218750,11.752072487,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,20,13,0.00019836425781250,12.299560282,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,21,5,0.00007629394531250,13.678071905,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,1,65536,131072,cycle,3,insertion,22,0,0.00000000000000000,inf,1,4.917190552,22,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,0,60663,0.92564392089843750,0.111470774,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,1,50536,0.77111816406250000,0.374976143,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,2,39757,0.60664367675781250,0.721078723,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,3,30105,0.45936584472656250,1.122284503,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,4,21950,0.33493041992187500,1.578066681,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,5,15475,0.23612976074218750,2.082348211,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,6,10584,0.16149902343750000,2.630402654,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,7,6932,0.10577392578125000,3.240944061,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,8,4467,0.06816101074218750,3.874909461,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,9,2851,0.04350280761718750,4.522747676,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,10,1782,0.02719116210937500,5.200718378,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,11,1158,0.01766967773437500,5.822580462,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,12,733,0.01118469238281250,6.482330612,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,13,436,0.00665283203125000,7.231815675,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,14,251,0.00382995605468750,8.028456446,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,15,127,0.00193786621093750,9.011315313,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,16,51,0.00077819824218750,10.327574658,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,17,22,0.00033569335937500,11.540568381,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,18,5,0.00007629394531250,13.678071905,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,19,1,0.00001525878906250,16.000000000,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,post,20,0,0.00000000000000000,inf,0,3.782440186,20,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,insertion,0,65536,1.00000000000000000,-0.000000000,1,4.782363892,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,insertion,1,60663,0.92564392089843750,0.111470774,1,4.782363892,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,insertion,2,50536,0.77111816406250000,0.374976143,1,4.782363892,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,insertion,3,39756,0.60662841796875000,0.721115011,1,4.782363892,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
2,3,1,1048576,33554432,65536,2,131072,196608,cycle,3,insertion,4,30104,0.45935058593750000,1.122332426,1,4.782363892,21,access-plus-rate-deterministic,1,2,os-getrandom,random-old-and-new-paths
