b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,samples,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains,path_schedule,deterministic_numerator,deterministic_denominator
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,0,6481825,0.19317343831062317,2.372031360,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,1,350402,0.01044279336929321,6.581348516,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,2,94799,0.00282523036003113,8.467415780,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,3,30425,0.00090673565864563,10.107030358,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,4,10572,0.00031507015228271,11.632039290,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,5,4041,0.00012043118476868,13.019503364,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,6,1611,0.00004801154136658,14.346259221,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,7,690,0.00002056360244751,15.569547448,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,8,315,0.00000938773155212,16.700791982,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,9,131,0.00000390410423279,17.966576998,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,10,59,0.00000175833702087,19.117356951,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,11,35,0.00000104308128357,19.870716983,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,12,24,0.00000071525573730,20.415037499,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,13,17,0.00000050663948059,20.912537159,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,14,8,0.00000023841857910,22.000000000,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,15,0,0.00000000000000000,inf,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,0,33554432,1.00000000000000000,-0.000000000,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,1,6481824,0.19317340850830078,2.372031583,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,2,350402,0.01044279336929321,6.581348516,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,3,94799,0.00282523036003113,8.467415780,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,4,30425,0.00090673565864563,10.107030358,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,5,10572,0.00031507015228271,11.632039290,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,6,4041,0.00012043118476868,13.019503364,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,7,1611,0.00004801154136658,14.346259221,fixed,1,access-plus-rate-deterministic,3,2
