b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,samples,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains,path_schedule,deterministic_numerator,deterministic_denominator
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,0,6484861,0.19326391816139221,2.371355779,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,1,350196,0.01043665409088135,6.582196920,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,2,92674,0.00276190042495728,8.500122978,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,3,28151,0.00083896517753601,10.219101449,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,4,8972,0.00026738643646240,11.868786095,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,5,2954,0.00008803606033325,13.471545889,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,6,1022,0.00003045797348022,15.002820519,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,7,444,0.00001323223114014,16.205584134,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,8,217,0.00000646710395813,17.238448768,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,9,125,0.00000372529029846,18.034215715,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,10,44,0.00000131130218506,19.540568381,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,11,2,0.00000005960464478,24.000000000,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,post,33554432,12,0,0.00000000000000000,inf,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,0,33554432,1.00000000000000000,-0.000000000,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,1,6484860,0.19326388835906982,2.371356002,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,2,350196,0.01043665409088135,6.582196920,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,3,92674,0.00276190042495728,8.500122978,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,4,28151,0.00083896517753601,10.219101449,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,5,8972,0.00026738643646240,11.868786095,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,6,2954,0.00008803606033325,13.471545889,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,7,1022,0.00003045797348022,15.002820519,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,8,444,0.00001323223114014,16.205584134,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,9,217,0.00000646710395813,17.238448768,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,10,125,0.00000372529029846,18.034215715,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,11,44,0.00000131130218506,19.540568381,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,12,2,0.00000005960464478,24.000000000,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,insertion,33554432,13,0,0.00000000000000000,inf,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,0,20247986,0.60343700647354126,0.728724921,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,1,2060997,0.06142249703407288,4.025089026,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,2,198740,0.00592291355133057,7.399477255,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,3,56348,0.00167930126190186,9.217923216,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,4,17465,0.00052049756050110,10.907820978,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,5,5685,0.00016942620277405,12.527055366,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,6,1855,0.00005528330802917,14.142796528,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,7,713,0.00002124905586243,15.522241734,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,8,314,0.00000935792922974,16.705379251,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,9,172,0.00000512599945068,17.573735245,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,10,93,0.00000277161598206,18.460841189,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,11,19,0.00000056624412537,20.752072487,fixed,1,access-plus-rate-deterministic,3,2
2,1,2,524288,16777216,33554432,cycle,2,random,os-getrandom,random-old-and-new-paths,pre_batch,33554432,12,0,0.00000000000000000,inf,fixed,1,access-plus-rate-deterministic,3,2
