b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,samples,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains,path_schedule,deterministic_numerator,deterministic_denominator
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,0,33547539,0.99979457259178162,0.000296400,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,1,33448874,0.99685412645339966,0.004545690,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,2,32884686,0.98004001379013062,0.029087441,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,3,31079634,0.92624527215957642,0.110533821,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,4,27309690,0.81389218568801880,0.297090398,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,5,21654222,0.64534610509872437,0.631854996,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,6,15169850,0.45209676027297974,1.145296516,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,7,9304395,0.27729257941246033,1.850519086,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,8,5020315,0.14961704611778259,2.740653542,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,9,2418188,0.07206761837005615,3.794505021,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,10,1061190,0.03162592649459839,4.982748445,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,11,433254,0.01291197538375854,6.275146456,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,12,167336,0.00498700141906738,7.647611671,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,13,62095,0.00185057520866394,9.077810516,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,14,22296,0.00066447257995605,10.555502713,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,15,7679,0.00022885203361511,12.093297268,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,16,2545,0.00007584691047668,13.686550059,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,17,837,0.00002494454383850,15.290916187,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,18,275,0.00000819563865662,16.896712192,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,19,76,0.00000226497650146,18.752072487,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,20,18,0.00000053644180298,20.830074999,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,21,3,0.00000008940696716,23.415037499,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,post,33554432,22,0,0.00000000000000000,inf,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,0,33554432,1.00000000000000000,-0.000000000,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,1,33547539,0.99979457259178162,0.000296400,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,2,33448874,0.99685412645339966,0.004545690,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,3,32884686,0.98004001379013062,0.029087441,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,4,31079634,0.92624527215957642,0.110533821,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,5,27309690,0.81389218568801880,0.297090398,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,6,21654222,0.64534610509872437,0.631854996,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,7,15169851,0.45209679007530212,1.145296420,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,8,9304396,0.27729260921478271,1.850518931,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,9,5020316,0.14961707592010498,2.740653254,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,10,2418188,0.07206761837005615,3.794505021,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,11,1061190,0.03162592649459839,4.982748445,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,12,433254,0.01291197538375854,6.275146456,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,13,167336,0.00498700141906738,7.647611671,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,33554432,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,33554432,14,62095,0.00185057520866394,9.077810516,fixed,1,access-plus-rate-deterministic,1,5
