dataset,x,load_percent,metric,source,minimum_bits,minimum_count,epoch,points,fit_min_bits,fit_max_bits,intercept,slope_blocks_per_bit,residual_blocks,r_squared,estimate_at_2^-96
primary,8,110,post,full-window,12.000000000,32,,7,12.676382237,19.955605881,1.602301145,0.816035906,0.072283635,0.999066978,79.941748115
primary,8,110,post,full-window,12.000000000,64,,6,12.676382237,18.912537159,1.853263362,0.798988718,0.028317997,0.999816707,78.556180335
primary,8,110,post,full-window,12.000000000,256,,4,12.676382237,16.500154113,2.045444417,0.785444048,0.007545560,0.999977226,77.448073047
primary,8,110,post,epoch,6,32,0,8,6.706025507,16.299560282,2.076479836,0.743835149,0.119564024,0.997957778,73.484654120
primary,8,110,post,epoch,6,32,1,8,6.751219994,16.790546634,2.320557309,0.705364093,0.108659187,0.998313312,70.035510257
primary,8,110,post,epoch,6,32,2,8,6.245138588,15.272079545,2.134271560,0.792139024,0.130044455,0.997584063,78.179617866
primary,8,110,post,epoch,6,32,3,8,6.623162395,16.167109986,2.162818871,0.732855284,0.016161662,0.999962686,72.516926091
primary,8,110,post,epoch,6,32,4,8,6.827025646,16.870716983,2.259831169,0.689605498,0.069248306,0.999314953,68.461958978
primary,8,110,post,epoch,6,32,5,8,6.334469767,15.400087158,2.238405348,0.780119907,0.186691503,0.995020898,77.129916414
primary,8,110,post,epoch,6,32,6,12,6.339586206,16.955605881,0.071424162,1.056700094,0.107574251,0.999190754,101.514633150
primary,8,110,post,epoch,6,32,7,8,6.662482625,16.167109986,2.130860649,0.742366532,0.091591518,0.998801571,73.398047715
primary,8,110,insertion,full-window,6.000000000,32,,12,6.546110475,19.955605881,2.652586645,0.813155284,0.053544539,0.999799509,80.715493885
primary,8,110,insertion,full-window,6.000000000,64,,11,6.546110475,18.912537159,2.707344875,0.807997342,0.030499787,0.999923890,80.275089703
primary,8,110,insertion,full-window,6.000000000,256,,9,6.546110475,16.500154113,2.697779246,0.808991715,0.032350868,0.999877899,80.360983910
primary,8,110,insertion,full-window,6.000000000,1024,,7,6.546110475,13.948791059,2.632195125,0.816054599,0.023487287,0.999901491,80.973436649
primary,8,110,insertion,full-window,8.000000000,32,,10,9.060306014,19.955605881,2.641565749,0.813854813,0.058892407,0.999663678,80.771627822
primary,8,110,insertion,full-window,8.000000000,64,,9,9.060306014,18.912537159,2.734916953,0.806239556,0.031762966,0.999882297,80.133914344
primary,8,110,insertion,full-window,8.000000000,256,,7,9.060306014,16.500154113,2.730824370,0.806645853,0.035073746,0.999780327,80.168826274
primary,8,110,insertion,full-window,8.000000000,1024,,5,9.060306014,13.948791059,2.584315160,0.820096036,0.022348103,0.999850169,81.313534644
primary,8,110,insertion,full-window,10.000000000,32,,9,10.261485468,19.955605881,2.658978868,0.812820184,0.062550452,0.999543535,80.689716537
primary,8,110,insertion,full-window,10.000000000,64,,8,10.261485468,18.912537159,2.788990004,0.802872629,0.027541145,0.999891641,79.864762420
primary,8,110,insertion,full-window,10.000000000,256,,6,10.261485468,16.500154113,2.819566975,0.800485401,0.028784769,0.999810614,79.666165478
primary,8,110,insertion,full-window,10.000000000,1024,,4,10.261485468,13.948791059,2.658966634,0.814222302,0.022027111,0.999805923,80.824307642
primary,8,110,insertion,full-window,12.000000000,32,,7,12.676382237,19.955605881,2.602301145,0.816035906,0.072283635,0.999066978,80.941748115
primary,8,110,insertion,full-window,12.000000000,64,,6,12.676382237,18.912537159,2.853263362,0.798988718,0.028317997,0.999816707,79.556180335
primary,8,110,insertion,full-window,12.000000000,256,,4,12.676382237,16.500154113,3.045444417,0.785444048,0.007545560,0.999977226,78.448073047
primary,8,110,insertion,epoch,6,32,0,8,6.706025507,16.299560282,3.076479836,0.743835149,0.119564024,0.997957778,74.484654120
primary,8,110,insertion,epoch,6,32,1,8,6.751219994,16.790546634,3.320557309,0.705364093,0.108659187,0.998313312,71.035510257
primary,8,110,insertion,epoch,6,32,2,8,6.245138588,15.272079545,3.134271560,0.792139024,0.130044455,0.997584063,79.179617866
primary,8,110,insertion,epoch,6,32,3,8,6.623162395,16.167109986,3.162818871,0.732855284,0.016161662,0.999962686,73.516926091
primary,8,110,insertion,epoch,6,32,4,8,6.827025646,16.870716983,3.259831169,0.689605498,0.069248306,0.999314953,69.461958978
primary,8,110,insertion,epoch,6,32,5,8,6.334469767,15.400087158,3.238405348,0.780119907,0.186691503,0.995020898,78.129916414
primary,8,110,insertion,epoch,6,32,6,12,6.339586206,16.955605881,1.071424162,1.056700094,0.107574251,0.999190754,102.514633150
primary,8,110,insertion,epoch,6,32,7,8,6.662482625,16.167109986,3.130860649,0.742366532,0.091591518,0.998801571,74.398047715
control,8,110,post,full-window,6.000000000,32,,12,6.125873387,20.154509949,2.261895533,0.802097911,0.197380900,0.997275579,79.263294971
control,8,110,post,full-window,6.000000000,64,,12,6.125873387,20.154509949,2.261895533,0.802097911,0.197380900,0.997275579,79.263294971
control,8,110,post,full-window,6.000000000,256,,11,6.125873387,18.484300162,2.043476662,0.823376603,0.113806381,0.998940300,81.087630531
control,8,110,post,full-window,6.000000000,1024,,10,6.125873387,16.896712192,1.888963059,0.839164046,0.037542078,0.999863330,82.448711435
control,8,110,post,full-window,8.000000000,32,,10,8.484577345,20.154509949,2.527248047,0.785291367,0.192033909,0.996424046,77.915219309
control,8,110,post,full-window,8.000000000,64,,10,8.484577345,20.154509949,2.527248047,0.785291367,0.192033909,0.996424046,77.915219309
control,8,110,post,full-window,8.000000000,256,,9,8.484577345,18.484300162,2.210608727,0.812087887,0.113529561,0.998496288,80.171045922
control,8,110,post,full-window,8.000000000,1024,,8,8.484577345,16.896712192,1.967505364,0.833517508,0.034828414,0.999826712,81.985186118
control,8,110,post,full-window,10.000000000,32,,8,10.819372074,20.154509949,2.954033931,0.759638237,0.177627252,0.995492651,75.879304651
control,8,110,post,full-window,10.000000000,64,,8,10.819372074,20.154509949,2.954033931,0.759638237,0.177627252,0.995492651,75.879304651
control,8,110,post,full-window,10.000000000,256,,7,10.819372074,18.484300162,2.503429897,0.793337009,0.108755781,0.997887889,78.663782770
control,8,110,post,full-window,10.000000000,1024,,6,10.819372074,16.896712192,2.112613465,0.823625613,0.025796802,0.999847891,81.180672275
control,8,110,post,full-window,12.000000000,32,,7,12.006265499,20.154509949,3.249676124,0.742516568,0.167542733,0.994987399,74.531266670
control,8,110,post,full-window,12.000000000,64,,7,12.006265499,20.154509949,3.249676124,0.742516568,0.167542733,0.994987399,74.531266670
control,8,110,post,full-window,12.000000000,256,,6,12.006265499,18.484300162,2.713931814,0.780357898,0.106668822,0.997399260,77.628290004
control,8,110,post,full-window,12.000000000,1024,,5,12.006265499,16.896712192,2.199983481,0.817898602,0.022332371,0.999850380,80.718249293
control,8,110,post,epoch,6,32,0,10,6.114959069,17.714597781,2.358827517,0.784391816,0.147683624,0.997885047,77.660441842
control,8,110,post,epoch,6,32,1,12,6.070602877,18.415037499,1.371671860,0.914737740,0.118289416,0.999021511,89.186494931
control,8,110,post,epoch,6,32,2,11,6.110549511,17.912537159,1.733868839,0.865309608,0.097084541,0.999228830,84.803591196
control,8,110,post,epoch,6,32,3,10,6.103886411,17.524266569,2.357984064,0.789715301,0.159384763,0.997536630,78.170652989
control,8,110,post,epoch,6,32,4,11,6.114839876,18.508146904,2.021035312,0.828825756,0.160262605,0.997898573,81.588307915
control,8,110,post,epoch,6,32,5,10,6.178369248,18.830074999,2.728878802,0.734036480,0.272142949,0.992818251,73.196380879
control,8,110,post,epoch,6,32,6,11,6.161645482,18.385290156,1.874771034,0.836422928,0.106717754,0.999068199,82.171372112
control,8,110,post,epoch,6,32,7,11,6.155220691,18.540568381,2.172507683,0.801856889,0.078475363,0.999496132,79.150769048
control,8,110,insertion,full-window,6.000000000,32,,12,6.125873387,20.154509949,3.261895533,0.802097911,0.197380900,0.997275579,80.263294971
control,8,110,insertion,full-window,6.000000000,64,,12,6.125873387,20.154509949,3.261895533,0.802097911,0.197380900,0.997275579,80.263294971
control,8,110,insertion,full-window,6.000000000,256,,11,6.125873387,18.484300162,3.043476662,0.823376603,0.113806381,0.998940300,82.087630531
control,8,110,insertion,full-window,6.000000000,1024,,10,6.125873387,16.896712192,2.888963059,0.839164046,0.037542078,0.999863330,83.448711435
control,8,110,insertion,full-window,8.000000000,32,,10,8.484577345,20.154509949,3.527248047,0.785291367,0.192033909,0.996424046,78.915219309
control,8,110,insertion,full-window,8.000000000,64,,10,8.484577345,20.154509949,3.527248047,0.785291367,0.192033909,0.996424046,78.915219309
control,8,110,insertion,full-window,8.000000000,256,,9,8.484577345,18.484300162,3.210608727,0.812087887,0.113529561,0.998496288,81.171045922
control,8,110,insertion,full-window,8.000000000,1024,,8,8.484577345,16.896712192,2.967505364,0.833517508,0.034828414,0.999826712,82.985186118
control,8,110,insertion,full-window,10.000000000,32,,8,10.819372074,20.154509949,3.954033931,0.759638237,0.177627252,0.995492651,76.879304651
control,8,110,insertion,full-window,10.000000000,64,,8,10.819372074,20.154509949,3.954033931,0.759638237,0.177627252,0.995492651,76.879304651
control,8,110,insertion,full-window,10.000000000,256,,7,10.819372074,18.484300162,3.503429897,0.793337009,0.108755781,0.997887889,79.663782770
control,8,110,insertion,full-window,10.000000000,1024,,6,10.819372074,16.896712192,3.112613465,0.823625613,0.025796802,0.999847891,82.180672275
control,8,110,insertion,full-window,12.000000000,32,,7,12.006265499,20.154509949,4.249676124,0.742516568,0.167542733,0.994987399,75.531266670
control,8,110,insertion,full-window,12.000000000,64,,7,12.006265499,20.154509949,4.249676124,0.742516568,0.167542733,0.994987399,75.531266670
control,8,110,insertion,full-window,12.000000000,256,,6,12.006265499,18.484300162,3.713931814,0.780357898,0.106668822,0.997399260,78.628290004
control,8,110,insertion,full-window,12.000000000,1024,,5,12.006265499,16.896712192,3.199983481,0.817898602,0.022332371,0.999850380,81.718249293
control,8,110,insertion,epoch,6,32,0,10,6.114959069,17.714597781,3.358827517,0.784391816,0.147683624,0.997885047,78.660441842
control,8,110,insertion,epoch,6,32,1,12,6.070602877,18.415037499,2.371671860,0.914737740,0.118289416,0.999021511,90.186494931
control,8,110,insertion,epoch,6,32,2,11,6.110549511,17.912537159,2.733868839,0.865309608,0.097084541,0.999228830,85.803591196
control,8,110,insertion,epoch,6,32,3,10,6.103886411,17.524266569,3.357984064,0.789715301,0.159384763,0.997536630,79.170652989
control,8,110,insertion,epoch,6,32,4,11,6.114839876,18.508146904,3.021035312,0.828825756,0.160262605,0.997898573,82.588307915
control,8,110,insertion,epoch,6,32,5,10,6.178369248,18.830074999,3.728878802,0.734036480,0.272142949,0.992818251,74.196380879
control,8,110,insertion,epoch,6,32,6,11,6.161645482,18.385290156,2.874771034,0.836422928,0.106717754,0.999068199,83.171372112
control,8,110,insertion,epoch,6,32,7,11,6.155220691,18.540568381,3.172507683,0.801856889,0.078475363,0.999496132,80.150769048
primary,8,115,post,full-window,6.000000000,32,,14,6.889190473,19.000000000,0.576036849,1.060513193,0.127927986,0.999136761,102.385303402
primary,8,115,post,full-window,6.000000000,64,,14,6.889190473,19.000000000,0.576036849,1.060513193,0.127927986,0.999136761,102.385303402
primary,8,115,post,full-window,6.000000000,256,,11,6.889190473,16.540568381,0.648134198,1.054034750,0.077803961,0.999504717,101.835470167
primary,8,115,post,full-window,6.000000000,1024,,9,6.889190473,14.469593663,0.547033980,1.064443020,0.076194435,0.999322681,102.733563941
primary,8,115,post,full-window,8.000000000,32,,12,8.927867396,19.000000000,0.457291886,1.068144322,0.131670291,0.998787618,102.999146845
primary,8,115,post,full-window,8.000000000,64,,12,8.927867396,19.000000000,0.457291886,1.068144322,0.131670291,0.998787618,102.999146845
primary,8,115,post,full-window,8.000000000,256,,9,8.927867396,16.540568381,0.517074893,1.063610045,0.076150154,0.999323468,102.623639220
primary,8,115,post,full-window,8.000000000,1024,,7,8.927867396,14.469593663,0.210393191,1.091526559,0.035237833,0.999778267,104.996942873
primary,8,115,post,full-window,10.000000000,32,,10,10.839104386,19.000000000,0.484042449,1.066523732,0.146690265,0.997913403,102.870320760
primary,8,115,post,full-window,10.000000000,64,,10,10.839104386,19.000000000,0.484042449,1.066523732,0.146690265,0.997913403,102.870320760
primary,8,115,post,full-window,10.000000000,256,,7,10.839104386,16.540568381,0.649296916,1.054506658,0.084600821,0.998721911,101.881936085
primary,8,115,post,full-window,10.000000000,1024,,5,10.839104386,14.469593663,0.012533614,1.106715620,0.025382324,0.999806721,106.257233171
primary,8,115,post,full-window,12.000000000,32,,8,12.622518312,19.000000000,0.605461198,1.059335425,0.167230462,0.996004853,102.301661980
primary,8,115,post,full-window,12.000000000,64,,8,12.622518312,19.000000000,0.605461198,1.059335425,0.167230462,0.996004853,102.301661980
primary,8,115,post,full-window,12.000000000,256,,5,12.622518312,16.540568381,1.253150062,1.014523489,0.058487707,0.998973756,98.647405018
primary,8,115,post,epoch,6,32,0,8,6.321014812,16.356143810,2.605387015,0.710686631,0.128478658,0.997641891,70.831303554
primary,8,115,post,epoch,6,32,1,9,7.161682418,16.955605881,2.069652415,0.838145080,0.149018988,0.997409223,82.531580051
primary,8,115,post,epoch,6,32,2,11,6.786174309,15.830074999,0.363068986,1.182884645,0.581179106,0.972364342,113.919994866
primary,8,115,post,epoch,6,32,3,12,6.765444493,16.445411148,-0.196512993,1.164272611,0.274992522,0.994711826,111.573657670
primary,8,115,post,epoch,6,32,4,10,6.592798635,16.955605881,2.646539299,0.850938891,0.173704217,0.997074118,84.336672863
primary,8,115,post,epoch,6,32,5,14,6.669048119,16.117356951,-1.758113185,1.352982978,0.483466408,0.987670869,128.128252712
primary,8,115,post,epoch,6,32,6,9,7.122380350,17.000000000,2.238501237,0.837585996,0.252529430,0.992560037,82.646756825
primary,8,115,post,epoch,6,32,7,8,6.669538236,14.933910810,2.426984917,0.867605861,0.230414182,0.992415615,85.717147549
primary,8,115,insertion,full-window,6.000000000,32,,14,6.889190473,19.000000000,1.576036849,1.060513193,0.127927986,0.999136761,103.385303402
primary,8,115,insertion,full-window,6.000000000,64,,14,6.889190473,19.000000000,1.576036849,1.060513193,0.127927986,0.999136761,103.385303402
primary,8,115,insertion,full-window,6.000000000,256,,11,6.889190473,16.540568381,1.648134198,1.054034750,0.077803961,0.999504717,102.835470167
primary,8,115,insertion,full-window,6.000000000,1024,,9,6.889190473,14.469593663,1.547033980,1.064443020,0.076194435,0.999322681,103.733563941
primary,8,115,insertion,full-window,8.000000000,32,,12,8.927867396,19.000000000,1.457291886,1.068144322,0.131670291,0.998787618,103.999146845
primary,8,115,insertion,full-window,8.000000000,64,,12,8.927867396,19.000000000,1.457291886,1.068144322,0.131670291,0.998787618,103.999146845
primary,8,115,insertion,full-window,8.000000000,256,,9,8.927867396,16.540568381,1.517074893,1.063610045,0.076150154,0.999323468,103.623639220
primary,8,115,insertion,full-window,8.000000000,1024,,7,8.927867396,14.469593663,1.210393191,1.091526559,0.035237833,0.999778267,105.996942873
primary,8,115,insertion,full-window,10.000000000,32,,10,10.839104386,19.000000000,1.484042449,1.066523732,0.146690265,0.997913403,103.870320760
primary,8,115,insertion,full-window,10.000000000,64,,10,10.839104386,19.000000000,1.484042449,1.066523732,0.146690265,0.997913403,103.870320760
primary,8,115,insertion,full-window,10.000000000,256,,7,10.839104386,16.540568381,1.649296916,1.054506658,0.084600821,0.998721911,102.881936085
primary,8,115,insertion,full-window,10.000000000,1024,,5,10.839104386,14.469593663,1.012533614,1.106715620,0.025382324,0.999806721,107.257233171
primary,8,115,insertion,full-window,12.000000000,32,,8,12.622518312,19.000000000,1.605461198,1.059335425,0.167230462,0.996004853,103.301661980
primary,8,115,insertion,full-window,12.000000000,64,,8,12.622518312,19.000000000,1.605461198,1.059335425,0.167230462,0.996004853,103.301661980
primary,8,115,insertion,full-window,12.000000000,256,,5,12.622518312,16.540568381,2.253150062,1.014523489,0.058487707,0.998973756,99.647405018
primary,8,115,insertion,epoch,6,32,0,8,6.321014812,16.356143810,3.605387015,0.710686631,0.128478658,0.997641891,71.831303554
primary,8,115,insertion,epoch,6,32,1,9,7.161682418,16.955605881,3.069652415,0.838145080,0.149018988,0.997409223,83.531580051
primary,8,115,insertion,epoch,6,32,2,11,6.786174309,15.830074999,1.363068986,1.182884645,0.581179106,0.972364342,114.919994866
primary,8,115,insertion,epoch,6,32,3,12,6.765444493,16.445411148,0.803487007,1.164272611,0.274992522,0.994711826,112.573657670
primary,8,115,insertion,epoch,6,32,4,10,6.592798635,16.955605881,3.646539299,0.850938891,0.173704217,0.997074118,85.336672863
primary,8,115,insertion,epoch,6,32,5,14,6.669048119,16.117356951,-0.758113185,1.352982978,0.483466408,0.987670869,129.128252712
primary,8,115,insertion,epoch,6,32,6,9,7.122380350,17.000000000,3.238501237,0.837585996,0.252529430,0.992560037,83.646756825
primary,8,115,insertion,epoch,6,32,7,8,6.669538236,14.933910810,3.426984917,0.867605861,0.230414182,0.992415615,86.717147549
control,8,115,post,full-window,6.000000000,32,,14,6.442351202,20.245112498,2.057862245,0.941630391,0.076944470,0.999687712,92.454379828
control,8,115,post,full-window,6.000000000,64,,14,6.442351202,20.245112498,2.057862245,0.941630391,0.076944470,0.999687712,92.454379828
control,8,115,post,full-window,6.000000000,256,,12,6.442351202,18.022720076,2.003898118,0.946739578,0.071272875,0.999644768,92.890897638
control,8,115,post,full-window,6.000000000,1024,,11,6.442351202,16.956972716,1.969164773,0.950254206,0.070267535,0.999596021,93.193568524
control,8,115,post,full-window,8.000000000,32,,12,8.458975249,20.245112498,2.200904457,0.932744120,0.058542592,0.999760333,91.744339967
control,8,115,post,full-window,8.000000000,64,,12,8.458975249,20.245112498,2.200904457,0.932744120,0.058542592,0.999760333,91.744339967
control,8,115,post,full-window,8.000000000,256,,10,8.458975249,18.022720076,2.162095362,0.935946072,0.054226474,0.999714860,92.012918292
control,8,115,post,full-window,8.000000000,1024,,9,8.458975249,16.956972716,2.135133114,0.938345452,0.056195822,0.999631570,92.216296515
control,8,115,post,full-window,10.000000000,32,,10,10.497214803,20.245112498,2.350780344,0.923819522,0.043139160,0.999819541,91.037454503
control,8,115,post,full-window,10.000000000,64,,10,10.497214803,20.245112498,2.350780344,0.923819522,0.043139160,0.999819541,91.037454503
control,8,115,post,full-window,10.000000000,256,,8,10.497214803,18.022720076,2.353037893,0.923513867,0.034214026,0.999832771,91.010369137
control,8,115,post,full-window,10.000000000,1024,,7,10.497214803,16.956972716,2.357574228,0.923154142,0.037445502,0.999749613,90.980371907
control,8,115,post,full-window,12.000000000,32,,8,12.566479758,20.245112498,2.448321186,0.918227566,0.042266130,0.999744796,90.598167536
control,8,115,post,full-window,12.000000000,64,,8,12.566479758,20.245112498,2.448321186,0.918227566,0.042266130,0.999744796,90.598167536
control,8,115,post,full-window,12.000000000,256,,6,12.566479758,18.022720076,2.519742249,0.913113329,0.023288068,0.999876038,90.178621833
control,8,115,post,full-window,12.000000000,1024,,5,12.566479758,16.956972716,2.607830895,0.906830666,0.018513786,0.999897172,89.663574873
control,8,115,post,epoch,6,32,0,10,6.487946302,17.492205360,2.902592234,0.827177939,0.217557308,0.995410310,82.311674409
control,8,115,post,epoch,6,32,1,10,6.448997760,18.445411148,3.549836852,0.764953115,0.400042885,0.984481521,76.985335888
control,8,115,post,epoch,6,32,2,12,6.362773721,18.508146904,2.549697347,0.905411355,0.229320230,0.996322534,89.469187417
control,8,115,post,epoch,6,32,3,11,6.409990506,18.385290156,2.816792488,0.856435516,0.268685382,0.994093395,85.034602066
control,8,115,post,epoch,6,32,4,14,6.493839659,18.642447995,0.925753994,1.055110958,0.284232278,0.995738656,102.216405968
control,8,115,post,epoch,6,32,5,13,6.432912904,18.955605881,1.936274316,0.962206889,0.131419472,0.998956144,94.308135686
control,8,115,post,epoch,6,32,6,14,6.486503703,18.830074999,0.955799665,1.066353342,0.072247996,0.999724671,103.325720524
control,8,115,post,epoch,6,32,7,13,6.420941920,18.830074999,1.682096190,0.998025064,0.194621048,0.997710709,97.492502332
control,8,115,insertion,full-window,6.000000000,32,,14,6.442351202,20.245112498,3.057862245,0.941630391,0.076944470,0.999687712,93.454379828
control,8,115,insertion,full-window,6.000000000,64,,14,6.442351202,20.245112498,3.057862245,0.941630391,0.076944470,0.999687712,93.454379828
control,8,115,insertion,full-window,6.000000000,256,,12,6.442351202,18.022720076,3.003898118,0.946739578,0.071272875,0.999644768,93.890897638
control,8,115,insertion,full-window,6.000000000,1024,,11,6.442351202,16.956972716,2.969164773,0.950254206,0.070267535,0.999596021,94.193568524
control,8,115,insertion,full-window,8.000000000,32,,12,8.458975249,20.245112498,3.200904457,0.932744120,0.058542592,0.999760333,92.744339967
control,8,115,insertion,full-window,8.000000000,64,,12,8.458975249,20.245112498,3.200904457,0.932744120,0.058542592,0.999760333,92.744339967
control,8,115,insertion,full-window,8.000000000,256,,10,8.458975249,18.022720076,3.162095362,0.935946072,0.054226474,0.999714860,93.012918292
control,8,115,insertion,full-window,8.000000000,1024,,9,8.458975249,16.956972716,3.135133114,0.938345452,0.056195822,0.999631570,93.216296515
control,8,115,insertion,full-window,10.000000000,32,,10,10.497214803,20.245112498,3.350780344,0.923819522,0.043139160,0.999819541,92.037454503
control,8,115,insertion,full-window,10.000000000,64,,10,10.497214803,20.245112498,3.350780344,0.923819522,0.043139160,0.999819541,92.037454503
control,8,115,insertion,full-window,10.000000000,256,,8,10.497214803,18.022720076,3.353037893,0.923513867,0.034214026,0.999832771,92.010369137
control,8,115,insertion,full-window,10.000000000,1024,,7,10.497214803,16.956972716,3.357574228,0.923154142,0.037445502,0.999749613,91.980371907
control,8,115,insertion,full-window,12.000000000,32,,8,12.566479758,20.245112498,3.448321186,0.918227566,0.042266130,0.999744796,91.598167536
control,8,115,insertion,full-window,12.000000000,64,,8,12.566479758,20.245112498,3.448321186,0.918227566,0.042266130,0.999744796,91.598167536
control,8,115,insertion,full-window,12.000000000,256,,6,12.566479758,18.022720076,3.519742249,0.913113329,0.023288068,0.999876038,91.178621833
control,8,115,insertion,full-window,12.000000000,1024,,5,12.566479758,16.956972716,3.607830895,0.906830666,0.018513786,0.999897172,90.663574873
control,8,115,insertion,epoch,6,32,0,10,6.487946302,17.492205360,3.902592234,0.827177939,0.217557308,0.995410310,83.311674409
control,8,115,insertion,epoch,6,32,1,10,6.448997760,18.445411148,4.549836852,0.764953115,0.400042885,0.984481521,77.985335888
control,8,115,insertion,epoch,6,32,2,12,6.362773721,18.508146904,3.549697347,0.905411355,0.229320230,0.996322534,90.469187417
control,8,115,insertion,epoch,6,32,3,11,6.409990506,18.385290156,3.816792488,0.856435516,0.268685382,0.994093395,86.034602066
control,8,115,insertion,epoch,6,32,4,14,6.493839659,18.642447995,1.925753994,1.055110958,0.284232278,0.995738656,103.216405968
control,8,115,insertion,epoch,6,32,5,13,6.432912904,18.955605881,2.936274316,0.962206889,0.131419472,0.998956144,95.308135686
control,8,115,insertion,epoch,6,32,6,14,6.486503703,18.830074999,1.955799665,1.066353342,0.072247996,0.999724671,104.325720524
control,8,115,insertion,epoch,6,32,7,13,6.420941920,18.830074999,2.682096190,0.998025064,0.194621048,0.997710709,98.492502332
primary,8,120,post,full-window,6.000000000,32,,17,6.246368645,18.445411148,2.091680521,1.333119571,0.321807849,0.996192636,130.071159360
primary,8,120,post,full-window,6.000000000,64,,17,6.246368645,18.445411148,2.091680521,1.333119571,0.321807849,0.996192636,130.071159360
primary,8,120,post,full-window,6.000000000,256,,15,6.246368645,16.476438044,1.583757995,1.385306408,0.184739143,0.998415460,134.573173141
primary,8,120,post,full-window,6.000000000,1024,,13,6.246368645,14.709981153,1.244848465,1.422174771,0.097555278,0.999424795,137.773626528
primary,8,120,post,full-window,8.000000000,32,,14,8.260548991,18.445411148,2.717344601,1.290163883,0.277590137,0.995935493,126.573077354
primary,8,120,post,full-window,8.000000000,64,,14,8.260548991,18.445411148,2.717344601,1.290163883,0.277590137,0.995935493,126.573077354
primary,8,120,post,full-window,8.000000000,256,,12,8.260548991,16.476438044,2.046095601,1.350741927,0.154174953,0.998337768,131.717320561
primary,8,120,post,full-window,8.000000000,1024,,10,8.260548991,14.709981153,1.581234089,1.394836179,0.073236009,0.999479902,135.485507274
primary,8,120,post,full-window,10.000000000,32,,11,10.298639384,18.445411148,3.572127956,1.234392645,0.220246465,0.996031122,122.073821892
primary,8,120,post,full-window,10.000000000,64,,11,10.298639384,18.445411148,3.572127956,1.234392645,0.220246465,0.996031122,122.073821892
primary,8,120,post,full-window,10.000000000,256,,9,10.298639384,16.476438044,2.700819279,1.304321349,0.115074788,0.998455076,127.915668777
primary,8,120,post,full-window,10.000000000,1024,,7,10.298639384,14.709981153,2.065419991,1.357612006,0.036641326,0.999760252,132.396172594
primary,8,120,post,full-window,12.000000000,32,,8,12.442296986,18.445411148,4.714368739,1.163515017,0.157287536,0.996465804,116.411810411
primary,8,120,post,full-window,12.000000000,64,,8,12.442296986,18.445411148,4.714368739,1.163515017,0.157287536,0.996465804,116.411810411
primary,8,120,post,full-window,12.000000000,256,,6,12.442296986,16.476438044,3.579774193,1.245161236,0.083815719,0.998394269,123.115252823
primary,8,120,post,full-window,12.000000000,1024,,4,12.442296986,14.709981153,2.549571050,1.322286531,0.002800198,0.999996864,129.489077988
primary,8,120,post,epoch,6,32,0,10,6.747741122,16.790546634,5.198667873,0.919955444,0.327194257,0.989618804,93.514390522
primary,8,120,post,epoch,6,32,1,16,6.344609036,16.607682577,1.355682551,1.429922049,0.277678976,0.996825063,138.628199233
primary,8,120,post,epoch,6,32,2,12,6.319640476,16.955605881,2.451776104,1.077702375,0.321556458,0.992769332,105.911204152
primary,8,120,post,epoch,6,32,3,16,6.293180254,16.117356951,1.762294285,1.527668630,0.242409414,0.997580375,148.418482722
primary,8,120,post,epoch,6,32,4,10,6.288144852,15.590609064,4.433496300,0.979218546,0.433496270,0.981777550,98.438476728
primary,8,120,post,epoch,6,32,5,15,6.009585755,16.830074999,3.835860474,1.366650973,0.808541910,0.969647785,135.034353901
primary,8,120,post,epoch,6,32,6,10,6.021088486,15.492205360,3.503736688,0.980217219,0.370288850,0.986704113,97.604589707
primary,8,120,post,epoch,6,32,7,13,6.316594123,16.445411148,2.034819069,1.129737942,0.249550375,0.996236103,110.489661518
primary,8,120,insertion,full-window,6.000000000,32,,17,6.246368645,18.445411148,3.091680521,1.333119571,0.321807849,0.996192636,131.071159360
primary,8,120,insertion,full-window,6.000000000,64,,17,6.246368645,18.445411148,3.091680521,1.333119571,0.321807849,0.996192636,131.071159360
primary,8,120,insertion,full-window,6.000000000,256,,15,6.246368645,16.476438044,2.583757995,1.385306408,0.184739143,0.998415460,135.573173141
primary,8,120,insertion,full-window,6.000000000,1024,,13,6.246368645,14.709981153,2.244848465,1.422174771,0.097555278,0.999424795,138.773626528
primary,8,120,insertion,full-window,8.000000000,32,,14,8.260548991,18.445411148,3.717344601,1.290163883,0.277590137,0.995935493,127.573077354
primary,8,120,insertion,full-window,8.000000000,64,,14,8.260548991,18.445411148,3.717344601,1.290163883,0.277590137,0.995935493,127.573077354
primary,8,120,insertion,full-window,8.000000000,256,,12,8.260548991,16.476438044,3.046095601,1.350741927,0.154174953,0.998337768,132.717320561
primary,8,120,insertion,full-window,8.000000000,1024,,10,8.260548991,14.709981153,2.581234089,1.394836179,0.073236009,0.999479902,136.485507274
primary,8,120,insertion,full-window,10.000000000,32,,11,10.298639384,18.445411148,4.572127956,1.234392645,0.220246465,0.996031122,123.073821892
primary,8,120,insertion,full-window,10.000000000,64,,11,10.298639384,18.445411148,4.572127956,1.234392645,0.220246465,0.996031122,123.073821892
primary,8,120,insertion,full-window,10.000000000,256,,9,10.298639384,16.476438044,3.700819279,1.304321349,0.115074788,0.998455076,128.915668777
