dataset,x,load_percent,metric,source,minimum_bits,minimum_count,epoch,points,fit_min_bits,fit_max_bits,intercept,slope_blocks_per_bit,residual_blocks,r_squared,estimate_at_2^-96
control,16,100,post,full-window,10.000000000,32,,9,10.488957752,21.327574658,8.314370548,0.750940920,0.183431515,0.996074503,80.404698849
control,16,100,post,full-window,10.000000000,64,,8,10.488957752,19.468618539,7.892193668,0.782169025,0.087610939,0.998903475,82.980420035
control,16,100,post,full-window,10.000000000,256,,7,10.488957752,18.057485495,7.705332672,0.796555822,0.064007960,0.999268389,84.174691581
control,16,100,post,full-window,10.000000000,1024,,6,10.488957752,16.671325073,7.514644853,0.811744031,0.035681330,0.999708993,85.442071814
control,16,100,post,full-window,12.000000000,32,,7,12.898434617,21.327574658,8.874459681,0.720039079,0.160711908,0.995387800,77.998211242
control,16,100,post,full-window,12.000000000,64,,6,12.898434617,19.468618539,8.269516894,0.760025352,0.067858151,0.998947491,81.231950671
control,16,100,post,full-window,12.000000000,256,,5,12.898434617,18.057485495,8.033546054,0.776189601,0.054262397,0.999116678,82.547747708
control,16,100,post,full-window,12.000000000,1024,,4,12.898434617,16.671325073,7.739016839,0.796988436,0.034329887,0.999528584,84.249906691
control,16,100,post,epoch,6,32,0,9,6.980800228,17.430144392,7.789746923,0.765866016,0.103035190,0.998761437,81.312884488
control,16,100,post,epoch,6,32,1,11,6.903820191,18.607682577,7.011607323,0.874068021,0.127968413,0.998660152,90.922137306
control,16,100,post,epoch,6,32,2,10,6.934825821,18.142019005,7.458111007,0.808453574,0.067949322,0.999552280,85.069654068
control,16,100,post,epoch,6,32,3,10,6.927417252,18.192645078,7.470244545,0.813330342,0.127889576,0.998413989,85.549957413
control,16,100,post,epoch,6,32,4,11,6.984258287,18.752072487,7.016962656,0.856888301,0.039115213,0.999874818,89.278239539
control,16,100,post,epoch,6,32,5,10,6.896660960,18.714597781,7.907582306,0.773430430,0.219831462,0.995313855,82.156903609
control,16,100,post,epoch,6,32,6,10,6.962538842,18.415037499,7.673918829,0.779134047,0.068749794,0.999541669,82.470787298
control,16,100,post,epoch,6,32,7,10,6.908905575,18.167109986,7.572530149,0.798060422,0.055862486,0.999697395,84.186330693
control,16,100,insertion,full-window,6.000000000,32,,12,6.937039499,21.327574658,8.793766799,0.781465844,0.205124267,0.997057625,83.814487825
control,16,100,insertion,full-window,6.000000000,64,,11,6.937039499,19.468618539,8.542454921,0.804006290,0.106982509,0.999063570,85.727058765
control,16,100,insertion,full-window,6.000000000,256,,10,6.937039499,18.057485495,8.423663291,0.815197183,0.075408982,0.999448580,86.682592891
control,16,100,insertion,full-window,6.000000000,1024,,9,6.937039499,16.671325073,8.318156516,0.825558620,0.043059590,0.999783685,87.571784043
control,16,100,insertion,full-window,8.000000000,32,,11,8.112142776,21.327574658,8.936892699,0.772831822,0.199089334,0.996757008,83.128747633
control,16,100,insertion,full-window,8.000000000,64,,10,8.112142776,19.468618539,8.638597219,0.797824721,0.101397563,0.999003009,85.229770410
control,16,100,insertion,full-window,8.000000000,256,,9,8.112142776,18.057485495,8.499695040,0.810006713,0.071857811,0.999397586,86.260339526
control,16,100,insertion,full-window,8.000000000,1024,,8,8.112142776,16.671325073,8.371951896,0.821651638,0.040295389,0.999768040,87.250509138
control,16,100,insertion,full-window,10.000000000,32,,9,10.488957752,21.327574658,9.314370548,0.750940920,0.183431515,0.996074503,81.404698849
control,16,100,insertion,full-window,10.000000000,64,,8,10.488957752,19.468618539,8.892193668,0.782169025,0.087610939,0.998903475,83.980420035
control,16,100,insertion,full-window,10.000000000,256,,7,10.488957752,18.057485495,8.705332672,0.796555822,0.064007960,0.999268389,85.174691581
control,16,100,insertion,full-window,10.000000000,1024,,6,10.488957752,16.671325073,8.514644853,0.811744031,0.035681330,0.999708993,86.442071814
control,16,100,insertion,full-window,12.000000000,32,,7,12.898434617,21.327574658,9.874459681,0.720039079,0.160711908,0.995387800,78.998211242
control,16,100,insertion,full-window,12.000000000,64,,6,12.898434617,19.468618539,9.269516894,0.760025352,0.067858151,0.998947491,82.231950671
control,16,100,insertion,full-window,12.000000000,256,,5,12.898434617,18.057485495,9.033546054,0.776189601,0.054262397,0.999116678,83.547747708
control,16,100,insertion,full-window,12.000000000,1024,,4,12.898434617,16.671325073,8.739016839,0.796988436,0.034329887,0.999528584,85.249906691
control,16,100,insertion,epoch,6,32,0,9,6.980800228,17.430144392,8.789746923,0.765866016,0.103035190,0.998761437,82.312884488
control,16,100,insertion,epoch,6,32,1,11,6.903820191,18.607682577,8.011607323,0.874068021,0.127968413,0.998660152,91.922137306
control,16,100,insertion,epoch,6,32,2,10,6.934825821,18.142019005,8.458111007,0.808453574,0.067949322,0.999552280,86.069654068
control,16,100,insertion,epoch,6,32,3,10,6.927417252,18.192645078,8.470244545,0.813330342,0.127889576,0.998413989,86.549957413
control,16,100,insertion,epoch,6,32,4,11,6.984258287,18.752072487,8.016962656,0.856888301,0.039115213,0.999874818,90.278239539
control,16,100,insertion,epoch,6,32,5,10,6.896660960,18.714597781,8.907582306,0.773430430,0.219831462,0.995313855,83.156903609
control,16,100,insertion,epoch,6,32,6,10,6.962538842,18.415037499,8.673918829,0.779134047,0.068749794,0.999541669,83.470787298
control,16,100,insertion,epoch,6,32,7,10,6.908905575,18.167109986,8.572530149,0.798060422,0.055862486,0.999697395,85.186330693
primary,16,105,post,full-window,6.000000000,32,,12,6.754897649,18.524266569,6.525050394,0.954718837,0.111341415,0.999133083,98.178058762
primary,16,105,post,full-window,6.000000000,64,,12,6.754897649,18.524266569,6.525050394,0.954718837,0.111341415,0.999133083,98.178058762
primary,16,105,post,full-window,6.000000000,256,,10,6.754897649,16.087110664,6.322235954,0.974597697,0.068284247,0.999547856,99.883614910
primary,16,105,post,full-window,6.000000000,1024,,9,6.754897649,14.963826387,6.321692675,0.974654353,0.072998205,0.999378314,99.888510574
primary,16,105,post,full-window,8.000000000,32,,10,8.931620567,18.524266569,6.510991125,0.955678622,0.123973227,0.998509638,98.256138795
primary,16,105,post,full-window,8.000000000,64,,10,8.931620567,18.524266569,6.510991125,0.955678622,0.123973227,0.998509638,98.256138795
primary,16,105,post,full-window,8.000000000,256,,8,8.931620567,16.087110664,6.105131208,0.990696321,0.048919294,0.999658129,101.211978036
primary,16,105,post,full-window,8.000000000,1024,,7,8.931620567,14.963826387,6.037083172,0.996873583,0.047355089,0.999599553,101.736947135
primary,16,105,post,full-window,10.000000000,32,,8,11.037555811,18.524266569,6.699431990,0.943737861,0.134445786,0.997417762,97.298266685
primary,16,105,post,full-window,10.000000000,64,,8,11.037555811,18.524266569,6.699431990,0.943737861,0.134445786,0.997417762,97.298266685
primary,16,105,post,full-window,10.000000000,256,,6,11.037555811,16.087110664,5.955629869,1.001276395,0.049871578,0.999431503,102.078163798
primary,16,105,post,full-window,10.000000000,1024,,5,11.037555811,14.963826387,5.704239144,1.021564021,0.020007471,0.999879910,103.774385114
primary,16,105,post,full-window,12.000000000,32,,7,12.052180454,18.524266569,6.938458273,0.929040279,0.131218747,0.996925293,96.126325015
primary,16,105,post,full-window,12.000000000,64,,7,12.052180454,18.524266569,6.938458273,0.929040279,0.131218747,0.996925293,96.126325015
primary,16,105,post,full-window,12.000000000,256,,5,12.052180454,16.087110664,5.987537370,0.999105081,0.057265523,0.999016198,101.901625153
primary,16,105,post,full-window,12.000000000,1024,,4,12.052180454,14.963826387,5.555508778,1.032199702,0.008957352,0.999967906,104.646680142
primary,16,105,post,epoch,6,32,0,9,6.725658249,16.218640286,7.456083782,0.851771067,0.187597702,0.995894162,89.226106199
primary,16,105,post,epoch,6,32,1,10,6.695363476,16.117356951,6.256199862,0.996535051,0.179173941,0.996886953,101.923564789
primary,16,105,post,epoch,6,32,2,12,6.445441125,16.508146904,5.547811963,1.130107833,0.155653492,0.998305734,114.038163902
primary,16,105,post,epoch,6,32,3,8,6.854107647,16.272079545,8.078603206,0.752459971,0.219289738,0.993130287,80.314760389
primary,16,105,post,epoch,6,32,4,10,6.880450905,16.790546634,6.800321102,0.880323511,0.232512172,0.994757633,91.311378189
primary,16,105,post,epoch,6,32,5,10,6.836586181,15.790546634,5.785962057,1.041545703,0.144146674,0.997985138,105.774349568
primary,16,105,post,epoch,6,32,6,11,6.863569547,16.714597781,5.695065487,1.040690543,0.106278105,0.999075861,105.601357634
primary,16,105,post,epoch,6,32,7,8,6.790584713,15.696219252,7.898469529,0.773525666,0.105896156,0.998398001,82.156933430
primary,16,105,insertion,full-window,6.000000000,32,,12,6.754897649,18.524266569,7.525050394,0.954718837,0.111341415,0.999133083,99.178058762
primary,16,105,insertion,full-window,6.000000000,64,,12,6.754897649,18.524266569,7.525050394,0.954718837,0.111341415,0.999133083,99.178058762
primary,16,105,insertion,full-window,6.000000000,256,,10,6.754897649,16.087110664,7.322235954,0.974597697,0.068284247,0.999547856,100.883614910
primary,16,105,insertion,full-window,6.000000000,1024,,9,6.754897649,14.963826387,7.321692675,0.974654353,0.072998205,0.999378314,100.888510574
primary,16,105,insertion,full-window,8.000000000,32,,10,8.931620567,18.524266569,7.510991125,0.955678622,0.123973227,0.998509638,99.256138795
primary,16,105,insertion,full-window,8.000000000,64,,10,8.931620567,18.524266569,7.510991125,0.955678622,0.123973227,0.998509638,99.256138795
primary,16,105,insertion,full-window,8.000000000,256,,8,8.931620567,16.087110664,7.105131208,0.990696321,0.048919294,0.999658129,102.211978036
primary,16,105,insertion,full-window,8.000000000,1024,,7,8.931620567,14.963826387,7.037083172,0.996873583,0.047355089,0.999599553,102.736947135
primary,16,105,insertion,full-window,10.000000000,32,,8,11.037555811,18.524266569,7.699431990,0.943737861,0.134445786,0.997417762,98.298266685
primary,16,105,insertion,full-window,10.000000000,64,,8,11.037555811,18.524266569,7.699431990,0.943737861,0.134445786,0.997417762,98.298266685
primary,16,105,insertion,full-window,10.000000000,256,,6,11.037555811,16.087110664,6.955629869,1.001276395,0.049871578,0.999431503,103.078163798
primary,16,105,insertion,full-window,10.000000000,1024,,5,11.037555811,14.963826387,6.704239144,1.021564021,0.020007471,0.999879910,104.774385114
primary,16,105,insertion,full-window,12.000000000,32,,7,12.052180454,18.524266569,7.938458273,0.929040279,0.131218747,0.996925293,97.126325015
primary,16,105,insertion,full-window,12.000000000,64,,7,12.052180454,18.524266569,7.938458273,0.929040279,0.131218747,0.996925293,97.126325015
primary,16,105,insertion,full-window,12.000000000,256,,5,12.052180454,16.087110664,6.987537370,0.999105081,0.057265523,0.999016198,102.901625153
primary,16,105,insertion,full-window,12.000000000,1024,,4,12.052180454,14.963826387,6.555508778,1.032199702,0.008957352,0.999967906,105.646680142
primary,16,105,insertion,epoch,6,32,0,9,6.725658249,16.218640286,8.456083782,0.851771067,0.187597702,0.995894162,90.226106199
primary,16,105,insertion,epoch,6,32,1,10,6.695363476,16.117356951,7.256199862,0.996535051,0.179173941,0.996886953,102.923564789
primary,16,105,insertion,epoch,6,32,2,12,6.445441125,16.508146904,6.547811963,1.130107833,0.155653492,0.998305734,115.038163902
primary,16,105,insertion,epoch,6,32,3,8,6.854107647,16.272079545,9.078603206,0.752459971,0.219289738,0.993130287,81.314760389
primary,16,105,insertion,epoch,6,32,4,10,6.880450905,16.790546634,7.800321102,0.880323511,0.232512172,0.994757633,92.311378189
primary,16,105,insertion,epoch,6,32,5,10,6.836586181,15.790546634,6.785962057,1.041545703,0.144146674,0.997985138,106.774349568
primary,16,105,insertion,epoch,6,32,6,11,6.863569547,16.714597781,6.695065487,1.040690543,0.106278105,0.999075861,106.601357634
primary,16,105,insertion,epoch,6,32,7,8,6.790584713,15.696219252,8.898469529,0.773525666,0.105896156,0.998398001,83.156933430
control,16,105,post,full-window,6.000000000,32,,13,6.654001434,21.327574658,7.675470345,0.827425671,0.137597975,0.998855686,87.108334777
control,16,105,post,full-window,6.000000000,64,,12,6.654001434,19.714597781,7.530141000,0.840621408,0.077718816,0.999577607,88.229796191
control,16,105,post,full-window,6.000000000,256,,11,6.654001434,18.480363747,7.479092636,0.845473666,0.070934020,0.999588321,88.644564601
control,16,105,post,full-window,6.000000000,1024,,9,6.654001434,15.982495599,7.350380633,0.858453294,0.047136954,0.999740779,89.761896876
control,16,105,post,full-window,8.000000000,32,,11,8.893963649,21.327574658,7.899173565,0.814104884,0.119463772,0.998832324,86.053242453
control,16,105,post,full-window,8.000000000,64,,10,8.893963649,19.714597781,7.704296002,0.829654845,0.054693032,0.999709932,87.351161162
control,16,105,post,full-window,8.000000000,256,,9,8.893963649,18.480363747,7.652628640,0.833946922,0.051074697,0.999695660,87.711533115
control,16,105,post,full-window,8.000000000,1024,,7,8.893963649,15.982495599,7.501467423,0.847183396,0.033076674,0.999804631,88.831073436
control,16,105,post,full-window,10.000000000,32,,10,10.037985168,21.327574658,8.025290268,0.806851946,0.111965264,0.998784367,85.483077103
control,16,105,post,full-window,10.000000000,64,,9,10.037985168,19.714597781,7.796068073,0.824082209,0.043904486,0.999775113,86.907960102
control,16,105,post,full-window,10.000000000,256,,8,10.037985168,18.480363747,7.747008542,0.827912474,0.041953956,0.999748552,87.226606070
control,16,105,post,full-window,10.000000000,1024,,6,10.037985168,15.982495599,7.585227447,0.841194154,0.027600968,0.999825871,88.339866215
control,16,105,post,full-window,12.000000000,32,,8,12.348219519,21.327574658,8.325722756,0.790168902,0.099364410,0.998589531,84.181937370
control,16,105,post,full-window,12.000000000,64,,7,12.348219519,19.714597781,7.993531149,0.812510303,0.019060047,0.999935128,85.994520235
control,16,105,post,full-window,12.000000000,256,,6,12.348219519,18.480363747,7.965620311,0.814452154,0.019705761,0.999911242,86.153027124
control,16,105,post,full-window,12.000000000,1024,,4,12.348219519,15.982495599,7.812057933,0.825649653,0.010932303,0.999952194,87.074424664
control,16,105,post,epoch,6,32,0,11,6.662578448,18.445411148,7.437979492,0.852665332,0.101972521,0.999149222,89.293851325
control,16,105,post,epoch,6,32,1,12,6.630956516,18.678071905,6.967871698,0.906087374,0.047123633,0.999844711,93.952259608
control,16,105,post,epoch,6,32,2,10,6.611276344,18.607682577,8.302304658,0.758997784,0.257834522,0.993553586,81.166091920
control,16,105,post,epoch,6,32,3,10,6.765912332,18.955605881,8.210664053,0.745336289,0.210701578,0.995695015,79.762947824
control,16,105,post,epoch,6,32,4,11,6.574620163,18.069262662,7.359085560,0.880698817,0.143741097,0.998309513,91.906171988
control,16,105,post,epoch,6,32,5,11,6.645630077,18.356143810,7.363423903,0.853294322,0.033766547,0.999906713,89.279678828
control,16,105,post,epoch,6,32,6,10,6.669844644,18.299560282,8.004525482,0.779685228,0.152654449,0.997740278,82.854307412
control,16,105,post,epoch,6,32,7,12,6.678820568,18.830074999,6.865363428,0.914197615,0.059761053,0.999750253,94.628334487
control,16,105,insertion,full-window,6.000000000,32,,13,6.654001434,21.327574658,8.675470345,0.827425671,0.137597975,0.998855686,88.108334777
control,16,105,insertion,full-window,6.000000000,64,,12,6.654001434,19.714597781,8.530141000,0.840621408,0.077718816,0.999577607,89.229796191
control,16,105,insertion,full-window,6.000000000,256,,11,6.654001434,18.480363747,8.479092636,0.845473666,0.070934020,0.999588321,89.644564601
control,16,105,insertion,full-window,6.000000000,1024,,9,6.654001434,15.982495599,8.350380633,0.858453294,0.047136954,0.999740779,90.761896876
control,16,105,insertion,full-window,8.000000000,32,,11,8.893963649,21.327574658,8.899173565,0.814104884,0.119463772,0.998832324,87.053242453
control,16,105,insertion,full-window,8.000000000,64,,10,8.893963649,19.714597781,8.704296002,0.829654845,0.054693032,0.999709932,88.351161162
control,16,105,insertion,full-window,8.000000000,256,,9,8.893963649,18.480363747,8.652628640,0.833946922,0.051074697,0.999695660,88.711533115
control,16,105,insertion,full-window,8.000000000,1024,,7,8.893963649,15.982495599,8.501467423,0.847183396,0.033076674,0.999804631,89.831073436
control,16,105,insertion,full-window,10.000000000,32,,10,10.037985168,21.327574658,9.025290268,0.806851946,0.111965264,0.998784367,86.483077103
control,16,105,insertion,full-window,10.000000000,64,,9,10.037985168,19.714597781,8.796068073,0.824082209,0.043904486,0.999775113,87.907960102
control,16,105,insertion,full-window,10.000000000,256,,8,10.037985168,18.480363747,8.747008542,0.827912474,0.041953956,0.999748552,88.226606070
control,16,105,insertion,full-window,10.000000000,1024,,6,10.037985168,15.982495599,8.585227447,0.841194154,0.027600968,0.999825871,89.339866215
control,16,105,insertion,full-window,12.000000000,32,,8,12.348219519,21.327574658,9.325722756,0.790168902,0.099364410,0.998589531,85.181937370
control,16,105,insertion,full-window,12.000000000,64,,7,12.348219519,19.714597781,8.993531149,0.812510303,0.019060047,0.999935128,86.994520235
control,16,105,insertion,full-window,12.000000000,256,,6,12.348219519,18.480363747,8.965620311,0.814452154,0.019705761,0.999911242,87.153027124
control,16,105,insertion,full-window,12.000000000,1024,,4,12.348219519,15.982495599,8.812057933,0.825649653,0.010932303,0.999952194,88.074424664
control,16,105,insertion,epoch,6,32,0,11,6.662578448,18.445411148,8.437979492,0.852665332,0.101972521,0.999149222,90.293851325
control,16,105,insertion,epoch,6,32,1,12,6.630956516,18.678071905,7.967871698,0.906087374,0.047123633,0.999844711,94.952259608
control,16,105,insertion,epoch,6,32,2,10,6.611276344,18.607682577,9.302304658,0.758997784,0.257834522,0.993553586,82.166091920
control,16,105,insertion,epoch,6,32,3,10,6.765912332,18.955605881,9.210664053,0.745336289,0.210701578,0.995695015,80.762947824
control,16,105,insertion,epoch,6,32,4,11,6.574620163,18.069262662,8.359085560,0.880698817,0.143741097,0.998309513,92.906171988
control,16,105,insertion,epoch,6,32,5,11,6.645630077,18.356143810,8.363423903,0.853294322,0.033766547,0.999906713,90.279678828
control,16,105,insertion,epoch,6,32,6,10,6.669844644,18.299560282,9.004525482,0.779685228,0.152654449,0.997740278,83.854307412
control,16,105,insertion,epoch,6,32,7,12,6.678820568,18.830074999,7.865363428,0.914197615,0.059761053,0.999750253,95.628334487
primary,16,110,post,full-window,6.000000000,32,,11,6.528114461,19.022720077,7.988592670,0.805978742,0.178185164,0.997402277,85.362551917
primary,16,110,post,full-window,6.000000000,64,,10,6.528114461,17.430144392,7.794353195,0.825218924,0.126480897,0.998448735,87.015369928
primary,16,110,post,full-window,6.000000000,256,,9,6.528114461,16.084120621,7.667713919,0.838372789,0.105565739,0.998699852,88.151501702
primary,16,110,post,full-window,6.000000000,1024,,8,6.528114461,14.747334568,7.532122714,0.853080891,0.081111372,0.999060135,89.427888230
primary,16,110,post,full-window,8.000000000,32,,9,8.713785194,19.022720077,8.376179740,0.780535671,0.136010348,0.997841805,83.307604167
primary,16,110,post,full-window,8.000000000,64,,8,8.713785194,17.430144392,8.134044532,0.801421474,0.086122613,0.998940414,85.070506060
primary,16,110,post,full-window,8.000000000,256,,7,8.713785194,16.084120621,7.994784933,0.813946860,0.071789363,0.999079694,86.133683525
primary,16,110,post,full-window,8.000000000,1024,,6,8.713785194,14.747334568,7.834054410,0.828966387,0.053191740,0.999353289,87.414827561
primary,16,110,post,full-window,10.000000000,32,,7,11.002644075,19.022720077,8.824607912,0.752600319,0.098182389,0.998278610,81.074238489
primary,16,110,post,full-window,10.000000000,64,,6,11.002644075,17.430144392,8.513083159,0.776272579,0.046640842,0.999502773,83.035250781
primary,16,110,post,full-window,10.000000000,256,,5,11.002644075,16.084120621,8.378365559,0.786899486,0.039134867,0.999540539,83.920716181
primary,16,110,post,full-window,10.000000000,1024,,4,11.002644075,14.747334568,8.200533599,0.801416767,0.026714853,0.999714527,85.136543260
primary,16,110,post,full-window,12.000000000,32,,6,12.208023179,19.022720077,9.070030634,0.737888401,0.084175004,0.998380473,79.907317089
primary,16,110,post,full-window,12.000000000,64,,5,12.208023179,17.430144392,8.700721592,0.764312581,0.030204493,0.999726307,82.074729403
primary,16,110,post,full-window,12.000000000,256,,4,12.208023179,16.084120621,8.578978717,0.773337044,0.026518151,0.999718715,82.819334902
primary,16,110,post,epoch,6,32,0,9,6.365415807,16.573735245,8.262147420,0.790578154,0.229738256,0.993842372,84.157650191
primary,16,110,post,epoch,6,32,1,8,6.572818125,15.752072487,8.176227880,0.764079693,0.164689387,0.996125344,81.527878385
primary,16,110,post,epoch,6,32,2,8,6.693190662,16.870716983,8.726759070,0.692070734,0.294453877,0.987613845,75.165549527
primary,16,110,post,epoch,6,32,3,11,6.614676824,16.573735245,6.050788549,0.997043477,0.360531894,0.989365007,101.766962349
primary,16,110,post,epoch,6,32,4,10,6.525913843,16.385290156,7.102467158,0.934824592,0.238200961,0.994497969,96.845628027
primary,16,110,post,epoch,6,32,5,8,6.716984015,15.850252880,7.983928480,0.768405179,0.114135555,0.998139011,81.750825630
primary,16,110,post,epoch,6,32,6,8,6.576522936,14.933910810,7.600797510,0.842633758,0.127425068,0.997680407,88.493638233
primary,16,110,post,epoch,6,32,7,9,6.227504997,15.508146904,7.809841046,0.859135419,0.114335377,0.998474866,90.286841227
primary,16,110,insertion,full-window,6.000000000,32,,11,6.528114461,19.022720077,8.988592670,0.805978742,0.178185164,0.997402277,86.362551917
primary,16,110,insertion,full-window,6.000000000,64,,10,6.528114461,17.430144392,8.794353195,0.825218924,0.126480897,0.998448735,88.015369928
primary,16,110,insertion,full-window,6.000000000,256,,9,6.528114461,16.084120621,8.667713919,0.838372789,0.105565739,0.998699852,89.151501702
primary,16,110,insertion,full-window,6.000000000,1024,,8,6.528114461,14.747334568,8.532122714,0.853080891,0.081111372,0.999060135,90.427888230
primary,16,110,insertion,full-window,8.000000000,32,,9,8.713785194,19.022720077,9.376179740,0.780535671,0.136010348,0.997841805,84.307604167
primary,16,110,insertion,full-window,8.000000000,64,,8,8.713785194,17.430144392,9.134044532,0.801421474,0.086122613,0.998940414,86.070506060
primary,16,110,insertion,full-window,8.000000000,256,,7,8.713785194,16.084120621,8.994784933,0.813946860,0.071789363,0.999079694,87.133683525
primary,16,110,insertion,full-window,8.000000000,1024,,6,8.713785194,14.747334568,8.834054410,0.828966387,0.053191740,0.999353289,88.414827561
primary,16,110,insertion,full-window,10.000000000,32,,7,11.002644075,19.022720077,9.824607912,0.752600319,0.098182389,0.998278610,82.074238489
primary,16,110,insertion,full-window,10.000000000,64,,6,11.002644075,17.430144392,9.513083159,0.776272579,0.046640842,0.999502773,84.035250781
primary,16,110,insertion,full-window,10.000000000,256,,5,11.002644075,16.084120621,9.378365559,0.786899486,0.039134867,0.999540539,84.920716181
primary,16,110,insertion,full-window,10.000000000,1024,,4,11.002644075,14.747334568,9.200533599,0.801416767,0.026714853,0.999714527,86.136543260
primary,16,110,insertion,full-window,12.000000000,32,,6,12.208023179,19.022720077,10.070030634,0.737888401,0.084175004,0.998380473,80.907317089
primary,16,110,insertion,full-window,12.000000000,64,,5,12.208023179,17.430144392,9.700721592,0.764312581,0.030204493,0.999726307,83.074729403
primary,16,110,insertion,full-window,12.000000000,256,,4,12.208023179,16.084120621,9.578978717,0.773337044,0.026518151,0.999718715,83.819334902
primary,16,110,insertion,epoch,6,32,0,9,6.365415807,16.573735245,9.262147420,0.790578154,0.229738256,0.993842372,85.157650191
primary,16,110,insertion,epoch,6,32,1,8,6.572818125,15.752072487,9.176227880,0.764079693,0.164689387,0.996125344,82.527878385
primary,16,110,insertion,epoch,6,32,2,8,6.693190662,16.870716983,9.726759070,0.692070734,0.294453877,0.987613845,76.165549527
primary,16,110,insertion,epoch,6,32,3,11,6.614676824,16.573735245,7.050788549,0.997043477,0.360531894,0.989365007,102.766962349
primary,16,110,insertion,epoch,6,32,4,10,6.525913843,16.385290156,8.102467158,0.934824592,0.238200961,0.994497969,97.845628027
primary,16,110,insertion,epoch,6,32,5,8,6.716984015,15.850252880,8.983928480,0.768405179,0.114135555,0.998139011,82.750825630
primary,16,110,insertion,epoch,6,32,6,8,6.576522936,14.933910810,8.600797510,0.842633758,0.127425068,0.997680407,89.493638233
primary,16,110,insertion,epoch,6,32,7,9,6.227504997,15.508146904,8.809841046,0.859135419,0.114335377,0.998474866,91.286841227
control,16,110,post,full-window,6.000000000,32,,17,6.112520542,21.327574658,6.386026262,1.046052332,0.208963933,0.998394635,106.807050105
control,16,110,post,full-window,6.000000000,64,,16,6.112520542,20.356143810,6.469085545,1.038497427,0.196158248,0.998415609,106.164838499
control,16,110,post,full-window,6.000000000,256,,14,6.112520542,18.728536972,6.707701085,1.015698296,0.113681102,0.999318327,104.214737479
control,16,110,post,full-window,6.000000000,1024,,11,6.112520542,16.122715866,6.928618335,0.993139899,0.026931259,0.999940658,102.270048665
control,16,110,post,full-window,8.000000000,32,,15,8.110671322,21.327574658,6.156623697,1.059602344,0.199420277,0.998153608,107.878448699
control,16,110,post,full-window,8.000000000,64,,14,8.110671322,20.356143810,6.257099985,1.051466087,0.191327964,0.998069113,107.197844372
control,16,110,post,full-window,8.000000000,256,,12,8.110671322,18.728536972,6.582647614,1.023918615,0.114427483,0.999084360,104.878834680
control,16,110,post,full-window,8.000000000,1024,,9,8.110671322,16.122715866,6.910285975,0.994500069,0.029638497,0.999897515,102.382292606
control,16,110,post,full-window,10.000000000,32,,13,10.148555944,21.327574658,5.804143460,1.079690490,0.177865688,0.998087922,109.454430526
control,16,110,post,full-window,10.000000000,64,,12,10.148555944,20.356143810,5.913042773,1.071745857,0.175879083,0.997836822,108.800645032
control,16,110,post,full-window,10.000000000,256,,10,10.148555944,18.728536972,6.348114806,1.038721159,0.107619103,0.998876909,106.065346060
control,16,110,post,full-window,10.000000000,1024,,7,10.148555944,16.122715866,6.821464890,1.000834725,0.028500282,0.999854952,102.901598534
control,16,110,post,full-window,12.000000000,32,,11,12.175090967,21.327574658,5.313718344,1.106685843,0.146197241,0.998251248,111.555559296
control,16,110,post,full-window,12.000000000,64,,10,12.175090967,20.356143810,5.403950063,1.100690491,0.150945876,0.997790579,111.070237224
control,16,110,post,full-window,12.000000000,256,,8,12.175090967,18.728536972,5.974801269,1.061365753,0.095612196,0.998694044,107.865913588
control,16,110,post,full-window,12.000000000,1024,,5,12.175090967,16.122715866,6.668027593,1.011284678,0.028057479,0.999763833,103.751356662
control,16,110,post,epoch,6,32,0,12,6.196720232,18.912537159,7.892853847,0.855156494,0.109073199,0.999168045,89.987877259
control,16,110,post,epoch,6,32,1,12,6.094119457,18.192645078,7.697487656,0.905903802,0.137864033,0.998670875,94.664252633
control,16,110,post,epoch,6,32,2,13,6.130990611,18.642447995,7.174897395,0.955287366,0.038382440,0.999910960,98.882484484
control,16,110,post,epoch,6,32,3,11,6.230459133,18.642447995,8.214702662,0.814857717,0.218683278,0.996087260,86.441043517
control,16,110,post,epoch,6,32,4,15,6.145198563,18.272079545,5.818614986,1.129437202,0.251506228,0.997063143,114.244586331
control,16,110,post,epoch,6,32,5,17,6.061511575,18.642447995,4.574759371,1.283208092,0.368509695,0.995007375,127.762736192
control,16,110,post,epoch,6,32,6,13,6.081567642,18.045803690,6.715928742,1.020512698,0.139229111,0.998828395,104.685147772
control,16,110,post,epoch,6,32,7,11,6.927333520,18.955605881,8.505183704,0.849533465,0.316214225,0.991818882,90.060396310
control,16,110,insertion,full-window,6.000000000,32,,17,6.112520542,21.327574658,7.386026262,1.046052332,0.208963933,0.998394635,107.807050105
control,16,110,insertion,full-window,6.000000000,64,,16,6.112520542,20.356143810,7.469085545,1.038497427,0.196158248,0.998415609,107.164838499
control,16,110,insertion,full-window,6.000000000,256,,14,6.112520542,18.728536972,7.707701085,1.015698296,0.113681102,0.999318327,105.214737479
control,16,110,insertion,full-window,6.000000000,1024,,11,6.112520542,16.122715866,7.928618335,0.993139899,0.026931259,0.999940658,103.270048665
control,16,110,insertion,full-window,8.000000000,32,,15,8.110671322,21.327574658,7.156623697,1.059602344,0.199420277,0.998153608,108.878448699
control,16,110,insertion,full-window,8.000000000,64,,14,8.110671322,20.356143810,7.257099985,1.051466087,0.191327964,0.998069113,108.197844372
