n,b,z,warmup,operations,rng,initialization,post_min,post_mean,post_max,insertion_min,insertion_mean,insertion_max,insertion_failure_s20,insertion_failure_s64,insertion_failure_s128
1048576,2,7,67108864,16777216,os-getrandom,random-old-and-new-paths,1542,9416.649,16682,1543,9417.642,16683,1,1,1
