x,rate,load_percent,operations,warmup,pre_batch_samples,pre_batch_mean,pre_batch_maximum,r_at_10_bits,last_confident_bits,last_confident_threshold,last_confident_exceedances,endpoint_slope,endpoint_r_at_96,rounded_r_at_96
2,1.5,60,33554432,16777216,33554432,0.673326849937439,12,3.5008303211051026,18.385290155884793,9.0,98,0.6558114956863578,59.90061895013187,60
2,1.5,70,33554432,16777216,33554432,0.6733316779136658,16,3.5281113031106996,18.46084118889197,10.0,93,0.7649226066772278,69.3114554773523,70
2,1.5,80,33554432,16777216,33554432,0.6743591725826263,12,3.5673667605038926,17.955605880641546,9.0,132,0.6828685735570923,62.29406408641383,63
2,1.5,90,33554432,16777216,33554432,0.6732459962368011,12,3.46279532516618,18.46084118889197,10.0,93,0.7726424038565286,69.91004205682765,70
2,2,60,33554432,16777216,33554432,0.5047739148139954,8,1.1272001418792776,17.39266968625039,4.0,195,0.3886011387014676,34.54689807020549,35
2,2,70,33554432,16777216,33554432,0.50468909740448,6,1.1353760703481142,18.09310940439148,4.0,120,0.3539583844124836,31.57579712982171,32
2,2,80,33554432,16777216,33554432,0.5045758187770844,6,1.128670652508641,18.105182236692055,4.0,119,0.3542584563358598,31.594897897392585,32
2,2,90,33554432,16777216,33554432,0.5047348737716675,7,1.1290914397056457,18.2720795454368,4.0,106,0.3470600765533086,30.97625802329019,31
