b,z,n,warmup,operations,seed,workload,metric,threshold,exceed_count,probability,log2_inverse
2,3,4096,4194304,16777216,7,same,post,0,0,0.00000000000000000,inf
2,3,4096,4194304,16777216,7,same,insertion,0,16777216,1.00000000000000000,-0.000000000
2,3,4096,4194304,16777216,7,same,insertion,1,0,0.00000000000000000,inf
