b,z,n,warmup,operations,seed,workload,metric,threshold,exceed_count,probability,log2_inverse
4,5,64,8388608,4194304,11,cycle,insertion,20,3281113,0.78227829933166504,0.354246150
4,5,64,8388608,4194304,11,cycle,insertion,21,3063855,0.73047995567321777,0.453083409
4,5,64,8388608,4194304,11,cycle,insertion,22,2823580,0.67319393157958984,0.570905923
4,5,64,8388608,4194304,11,cycle,insertion,23,2564162,0.61134386062622070,0.709944018
4,5,64,8388608,4194304,11,cycle,insertion,24,2293221,0.54674649238586426,0.871056035
4,5,64,8388608,4194304,11,cycle,insertion,25,2016355,0.48073649406433105,1.056681768
4,5,64,8388608,4194304,11,cycle,insertion,26,1739433,0.41471314430236816,1.269814321
4,5,64,8388608,4194304,11,cycle,insertion,27,1470992,0.35071182250976562,1.511642030
4,5,64,8388608,4194304,11,cycle,insertion,28,1219206,0.29068136215209961,1.782489523
4,5,64,8388608,4194304,11,cycle,insertion,29,988700,0.23572444915771484,2.084826693
4,5,64,8388608,4194304,11,cycle,insertion,30,784826,0.18711709976196289,2.417986689
4,5,64,8388608,4194304,11,cycle,insertion,31,608531,0.14508509635925293,2.785028766
4,5,64,8388608,4194304,11,cycle,insertion,32,460126,0.10970258712768555,3.188330546
4,5,64,8388608,4194304,11,cycle,insertion,33,339556,0.08095645904541016,3.626710000
4,5,64,8388608,4194304,11,cycle,insertion,34,243958,0.05816411972045898,4.103726732
4,5,64,8388608,4194304,11,cycle,insertion,35,170589,0.04067158699035645,4.619834904
4,5,64,8388608,4194304,11,cycle,insertion,36,115960,0.02764701843261719,5.176732287
4,5,64,8388608,4194304,11,cycle,insertion,37,76837,0.01831936836242676,5.770486428
4,5,64,8388608,4194304,11,cycle,insertion,38,49583,0.01182150840759277,6.402442057
4,5,64,8388608,4194304,11,cycle,insertion,39,30928,0.00737380981445312,7.083374078
4,5,64,8388608,4194304,11,cycle,insertion,40,18802,0.00448274612426758,7.801401489
4,5,64,8388608,4194304,11,cycle,insertion,41,11048,0.00263404846191406,8.568502396
4,5,64,8388608,4194304,11,cycle,insertion,42,6270,0.00149488449096680,9.385750272
4,5,64,8388608,4194304,11,cycle,insertion,43,3420,0.00081539154052734,10.260219390
4,5,64,8388608,4194304,11,cycle,insertion,44,1847,0.00044035911560059,11.149031849
4,5,64,8388608,4194304,11,cycle,insertion,45,992,0.00023651123046875,12.045803690
4,5,64,8388608,4194304,11,cycle,insertion,46,532,0.00012683868408203,12.944717564
4,5,64,8388608,4194304,11,cycle,insertion,47,246,0.00005865097045898,14.057485495
4,5,64,8388608,4194304,11,cycle,insertion,48,123,0.00002932548522949,15.057485495
4,5,64,8388608,4194304,11,cycle,insertion,49,56,0.00001335144042969,16.192645078
4,5,64,8388608,4194304,11,cycle,insertion,50,14,0.00000333786010742,18.192645078
4,5,64,8388608,4194304,11,cycle,insertion,51,1,0.00000023841857910,22.000000000
4,5,64,8388608,4194304,11,cycle,insertion,52,0,0.00000000000000000,inf
