b,z,n,warmup,operations,workload,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,path_schedule,deterministic_numerator,deterministic_denominator
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,0,174159,0.04152274131774902,4.589954497,legacy-root-lane,access-plus-rate-deterministic,1,2
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,1,82659,0.01970744132995605,5.665115710,legacy-root-lane,access-plus-rate-deterministic,1,2
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,2,47547,0.01133608818054199,6.462933304,legacy-root-lane,access-plus-rate-deterministic,1,2
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,3,30732,0.00732707977294922,7.092545962,legacy-root-lane,access-plus-rate-deterministic,1,2
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,4,20939,0.00499224662780762,7.646095076,legacy-root-lane,access-plus-rate-deterministic,1,2
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,5,14693,0.00350308418273926,8.157158627,legacy-root-lane,access-plus-rate-deterministic,1,2
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,6,10780,0.00257015228271484,8.603930442,legacy-root-lane,access-plus-rate-deterministic,1,2
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,7,8089,0.00192856788635254,9.018254354,legacy-root-lane,access-plus-rate-deterministic,1,2
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,8,6079,0.00144934654235840,9.430381697,legacy-root-lane,access-plus-rate-deterministic,1,2
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,9,4612,0.00109958648681641,9.828823202,legacy-root-lane,access-plus-rate-deterministic,1,2
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,10,3626,0.00086450576782227,10.175836790,legacy-root-lane,access-plus-rate-deterministic,1,2
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,11,2866,0.00068330764770508,10.515177106,legacy-root-lane,access-plus-rate-deterministic,1,2
