b,z,n,warmup,operations,workload,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,path_schedule,deterministic_numerator,deterministic_denominator
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,0,973254,0.23204183578491211,2.107543157,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,1,711234,0.16957139968872070,2.560035233,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,2,567717,0.13535428047180176,2.885187583,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,3,470410,0.11215448379516602,3.156440796,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,4,398327,0.09496855735778809,3.396406252,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,5,342387,0.08163142204284668,3.614731600,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,6,297414,0.07090902328491211,3.817886965,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,7,260748,0.06216716766357422,4.007703339,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,8,229752,0.05477714538574219,4.190282105,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,9,203668,0.04855823516845703,4.364140201,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,10,181615,0.04330039024353027,4.529476163,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,11,162709,0.03879284858703613,4.688065472,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,12,146666,0.03496789932250977,4.837825060,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,13,132419,0.03157114982604980,4.985249385,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,14,119954,0.02859926223754883,5.127878259,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,15,108792,0.02593803405761719,5.268787053,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,16,98659,0.02352213859558105,5.409836956,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,17,89666,0.02137804031372070,5.547726580,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,18,81918,0.01953077316284180,5.678107128,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,19,74861,0.01784825325012207,5.808073300,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,20,68595,0.01635432243347168,5.934184201,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,21,63013,0.01502346992492676,6.056638124,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,22,58109,0.01385426521301270,6.173525993,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,23,53690,0.01280069351196289,6.287634216,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,24,49534,0.01180982589721680,6.403868493,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,25,45741,0.01090550422668457,6.518799714,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,26,42153,0.01005005836486816,6.636652310,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,27,38857,0.00926423072814941,6.754113100,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,28,35989,0.00858044624328613,6.864731605,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,29,33422,0.00796842575073242,6.971489552,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,30,31080,0.00741004943847656,7.076301117,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,31,28902,0.00689077377319336,7.181118291,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,32,26892,0.00641155242919922,7.285110566,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,33,24950,0.00594854354858398,7.393247805,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,34,23146,0.00551843643188477,7.501524726,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,35,21566,0.00514173507690430,7.603529006,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,36,20147,0.00480341911315918,7.701722591,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,37,18827,0.00448870658874512,7.799484489,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,38,17572,0.00418949127197266,7.899009216,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,39,16460,0.00392436981201172,7.993323285,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,40,15347,0.00365900993347168,8.094330952,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,41,14210,0.00338792800903320,8.205381066,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,42,13143,0.00313353538513184,8.317993000,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,43,12162,0.00289964675903320,8.429907126,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,44,11220,0.00267505645751953,8.546214945,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,45,10244,0.00244235992431641,8.677508462,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,46,9355,0.00223040580749512,8.808478062,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,47,8528,0.00203323364257812,8.942008277,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,48,7799,0.00185942649841309,9.070926564,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,49,7195,0.00171542167663574,9.187221028,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,50,6630,0.00158071517944336,9.305206845,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,51,6118,0.00145864486694336,9.421155608,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,52,5653,0.00134778022766113,9.535199018,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,53,5222,0.00124502182006836,9.649613258,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,54,4733,0.00112843513488770,9.791460793,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,55,4303,0.00102591514587402,9.928872875,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,56,3932,0.00093746185302734,10.058952394,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,57,3591,0.00085616111755371,10.189830062,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,58,3286,0.00078344345092773,10.317883235,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,59,3036,0.00072383880615234,10.432043925,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,60,2796,0.00066661834716797,10.550851355,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,61,2547,0.00060725212097168,10.685416756,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,62,2346,0.00055932998657227,10.804012702,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,63,2154,0.00051355361938477,10.927197465,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,64,1977,0.00047135353088379,11.050902844,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,65,1780,0.00042438507080078,11.202338474,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,66,1605,0.00038266181945801,11.351642418,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,67,1432,0.00034141540527344,11.516184223,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,68,1266,0.00030183792114258,11.693938311,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,69,1109,0.00026440620422363,11.884956350,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,70,982,0.00023412704467773,12.060420786,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,71,876,0.00020885467529297,12.225212940,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,72,779,0.00018572807312012,12.394520482,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,73,697,0.00016617774963379,12.554985154,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,74,602,0.00014352798461914,12.766380323,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,75,537,0.00012803077697754,12.931221722,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,76,449,0.00010704994201660,13.189428365,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,77,352,0.00008392333984375,13.540568381,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,78,268,0.00006389617919922,13.933910810,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,79,202,0.00004816055297852,14.341788517,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,80,161,0.00003838539123535,14.669083122,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,81,131,0.00003123283386230,14.966576998,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,82,116,0.00002765655517578,15.142019005,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,83,95,0.00002264976501465,15.430144392,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,84,81,0.00001931190490723,15.660149997,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,85,76,0.00001811981201172,15.752072487,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,86,72,0.00001716613769531,15.830074999,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,87,55,0.00001311302185059,16.218640286,legacy-root-lane,access-plus-rate-deterministic,2,3
2,3,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,88,42,0.00001001358032227,16.607682577,legacy-root-lane,access-plus-rate-deterministic,2,3
