b,z,n,warmup,operations,workload,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,path_schedule,deterministic_numerator,deterministic_denominator
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,0,31100,0.00741481781005859,7.075373040,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,1,9059,0.00215983390808105,8.854863912,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,2,4093,0.00097584724426270,10.001057049,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,3,2276,0.00054264068603516,10.847715158,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,4,1374,0.00032758712768555,11.575833711,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,5,888,0.00021171569824219,12.205584134,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,6,594,0.00014162063598633,12.785680879,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,7,419,0.00009989738464355,13.289193566,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,8,308,0.00007343292236328,13.733213459,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,9,249,0.00005936622619629,14.039998068,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,10,194,0.00004625320434570,14.400087158,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,11,150,0.00003576278686523,14.771181310,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,12,120,0.00002861022949219,15.093109404,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,13,82,0.00001955032348633,15.642447995,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,14,69,0.00001645088195801,15.891475543,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,15,57,0.00001358985900879,16.167109986,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,16,52,0.00001239776611328,16.299560282,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,17,43,0.00001025199890137,16.573735245,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,18,37,0.00000882148742676,16.790546634,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,19,34,0.00000810623168945,16.912537159,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,20,30,0.00000715255737305,17.093109404,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,21,20,0.00000476837158203,17.678071905,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,22,18,0.00000429153442383,17.830074999,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,23,17,0.00000405311584473,17.912537159,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,24,16,0.00000381469726562,18.000000000,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,25,9,0.00000214576721191,18.830074999,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,26,5,0.00000119209289551,19.678071905,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,27,4,0.00000095367431641,20.000000000,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,28,2,0.00000047683715820,21.000000000,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,29,0,0.00000000000000000,inf,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,0,4194304,1.00000000000000000,-0.000000000,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,1,31100,0.00741481781005859,7.075373040,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,2,9059,0.00215983390808105,8.854863912,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,3,4093,0.00097584724426270,10.001057049,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,4,2276,0.00054264068603516,10.847715158,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,5,1374,0.00032758712768555,11.575833711,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,6,888,0.00021171569824219,12.205584134,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,7,594,0.00014162063598633,12.785680879,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,8,419,0.00009989738464355,13.289193566,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,9,308,0.00007343292236328,13.733213459,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,10,249,0.00005936622619629,14.039998068,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,11,194,0.00004625320434570,14.400087158,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,12,150,0.00003576278686523,14.771181310,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,13,120,0.00002861022949219,15.093109404,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,14,82,0.00001955032348633,15.642447995,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,15,69,0.00001645088195801,15.891475543,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,16,57,0.00001358985900879,16.167109986,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,17,52,0.00001239776611328,16.299560282,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,18,43,0.00001025199890137,16.573735245,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,19,37,0.00000882148742676,16.790546634,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,20,34,0.00000810623168945,16.912537159,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,21,30,0.00000715255737305,17.093109404,legacy-root-lane,access-plus-rate-deterministic,2,3
2,4,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,22,20,0.00000476837158203,17.678071905,legacy-root-lane,access-plus-rate-deterministic,2,3
