b,z,n,warmup,operations,workload,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,path_schedule,deterministic_numerator,deterministic_denominator
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,0,8538,0.00203561782836914,8.940317553,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,1,1564,0.00037288665771484,11.388975203,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,2,400,0.00009536743164062,13.356143810,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,3,159,0.00003790855407715,14.687117045,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,4,73,0.00001740455627441,15.810175441,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,5,33,0.00000786781311035,16.955605881,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,6,14,0.00000333786010742,18.192645078,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,7,7,0.00000166893005371,19.192645078,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,8,3,0.00000071525573730,20.415037499,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,9,1,0.00000023841857910,22.000000000,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,post,10,0,0.00000000000000000,inf,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,0,4194304,1.00000000000000000,-0.000000000,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,1,8538,0.00203561782836914,8.940317553,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,2,1564,0.00037288665771484,11.388975203,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,3,400,0.00009536743164062,13.356143810,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,4,159,0.00003790855407715,14.687117045,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,5,73,0.00001740455627441,15.810175441,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,6,33,0.00000786781311035,16.955605881,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,7,14,0.00000333786010742,18.192645078,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,8,7,0.00000166893005371,19.192645078,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,9,3,0.00000071525573730,20.415037499,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,10,1,0.00000023841857910,22.000000000,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1024,1048576,4194304,cycle,os-getrandom,random-old-and-new-paths,insertion,11,0,0.00000000000000000,inf,legacy-root-lane,access-plus-rate-deterministic,1,2
