b,z,n,warmup,operations,workload,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,path_schedule,deterministic_numerator,deterministic_denominator
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,0,33636,0.03207778930664062,4.962281470,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,1,18635,0.01777172088623047,5.814272801,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,2,12701,0.01211261749267578,6.367345530,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,3,9621,0.00917530059814453,6.768028861,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,4,7498,0.00715065002441406,7.127709890,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,5,6149,0.00586414337158203,7.413863909,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,6,5185,0.00494480133056641,7.659871726,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,7,4458,0.00425148010253906,7.877819099,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,8,3867,0.00368785858154297,8.083000951,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,9,3396,0.00323867797851562,8.270379256,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,10,3025,0.00288486480712891,8.437280573,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,11,2694,0.00256919860839844,8.604465865,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,12,2422,0.00230979919433594,8.758016850,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,13,2156,0.00205612182617188,8.925858537,legacy-root-lane,access-plus-rate-deterministic,1,2
2,5,1048576,16777216,1048576,cycle,os-getrandom,random-old-and-new-paths,post,14,1958,0.00186729431152344,9.064834950,legacy-root-lane,access-plus-rate-deterministic,1,2
