b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,0,1475503,0.70357465744018555,0.507224577,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,1,551765,0.26310205459594727,1.926305580,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,2,201630,0.09614467620849609,3.378649216,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,3,74787,0.03566122055053711,4.809500108,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,4,27998,0.01335048675537109,6.226963847,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,5,10835,0.00516653060913086,7.596588467,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,6,4351,0.00207471847534180,8.912868698,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,7,1839,0.00087690353393555,10.155294236,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,8,801,0.00038194656372070,11.354341568,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,9,352,0.00016784667968750,12.540568381,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,10,195,0.00009298324584961,13.392669686,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,11,124,0.00005912780761719,14.045803690,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,12,78,0.00003719329833984,14.714597781,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,13,36,0.00001716613769531,15.830074999,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,14,14,0.00000667572021484,17.192645078,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,15,7,0.00000333786010742,18.192645078,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,16,1,0.00000047683715820,21.000000000,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,17,0,0.00000000000000000,inf,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,0,2097152,1.00000000000000000,-0.000000000,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,1,1475503,0.70357465744018555,0.507224577,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,2,551765,0.26310205459594727,1.926305580,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,3,201630,0.09614467620849609,3.378649216,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,4,74787,0.03566122055053711,4.809500108,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,5,27998,0.01335048675537109,6.226963847,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,6,10835,0.00516653060913086,7.596588467,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,7,4351,0.00207471847534180,8.912868698,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,8,1839,0.00087690353393555,10.155294236,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,9,801,0.00038194656372070,11.354341568,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,10,352,0.00016784667968750,12.540568381,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,11,195,0.00009298324584961,13.392669686,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,12,124,0.00005912780761719,14.045803690,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,13,78,0.00003719329833984,14.714597781,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,14,36,0.00001716613769531,15.830074999,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,15,14,0.00000667572021484,17.192645078,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,16,7,0.00000333786010742,18.192645078,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,17,1,0.00000047683715820,21.000000000,pooled,3
2,3,2,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,18,0,0.00000000000000000,inf,pooled,3
