b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,0,1465240,0.69868087768554688,0.517294439,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,1,535579,0.25538396835327148,1.969260132,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,2,190170,0.09068012237548828,3.463069852,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,3,67621,0.03224420547485352,4.954816269,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,4,23836,0.01136589050292969,6.459145468,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,5,8410,0.00401020050048828,7.962109915,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,6,2951,0.00140714645385742,9.473011795,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,7,1020,0.00048637390136719,11.005646563,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,8,378,0.00018024444580078,12.437757576,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,9,140,0.00006675720214844,13.870716983,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,10,61,0.00002908706665039,15.069262662,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,11,21,0.00001001358032227,16.607682577,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,12,7,0.00000333786010742,18.192645078,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,13,0,0.00000000000000000,inf,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,0,2097152,1.00000000000000000,-0.000000000,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,1,1465240,0.69868087768554688,0.517294439,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,2,535579,0.25538396835327148,1.969260132,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,3,190170,0.09068012237548828,3.463069852,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,4,67621,0.03224420547485352,4.954816269,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,5,23836,0.01136589050292969,6.459145468,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,6,8410,0.00401020050048828,7.962109915,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,7,2951,0.00140714645385742,9.473011795,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,8,1020,0.00048637390136719,11.005646563,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,9,378,0.00018024444580078,12.437757576,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,10,140,0.00006675720214844,13.870716983,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,11,61,0.00002908706665039,15.069262662,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,12,21,0.00001001358032227,16.607682577,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,13,7,0.00000333786010742,18.192645078,pooled,3
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,14,0,0.00000000000000000,inf,pooled,3
