b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,0,863510,0.82350730895996094,0.280146640,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,1,472191,0.45031642913818359,1.150988982,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,2,248701,0.23717975616455078,2.075947217,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,3,135720,0.12943267822265625,2.949726190,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,4,76622,0.07307243347167969,3.774528937,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,5,44818,0.04274177551269531,4.548209350,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,6,26956,0.02570724487304688,5.281681190,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,7,16652,0.01588058471679688,5.976592157,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,8,10434,0.00995063781738281,6.650995282,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,9,6452,0.00615310668945312,7.344469277,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,10,4011,0.00382518768310547,8.030253749,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,11,2431,0.00231838226318359,8.752665822,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,12,1432,0.00136566162109375,9.516184223,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,13,823,0.00078487396240234,10.315251380,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,14,422,0.00040245056152344,11.278900811,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,15,201,0.00019168853759766,12.348948309,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,16,105,0.00010013580322266,13.285754482,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,17,44,0.00004196166992188,14.540568381,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,18,9,0.00000858306884766,16.830074999,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,19,2,0.00000190734863281,19.000000000,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,20,0,0.00000000000000000,inf,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,0,1048576,1.00000000000000000,-0.000000000,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,1,863510,0.82350730895996094,0.280146640,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,2,472190,0.45031547546386719,1.150992037,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,3,248700,0.23717880249023438,2.075953018,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,4,135720,0.12943267822265625,2.949726190,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,5,76622,0.07307243347167969,3.774528937,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,6,44818,0.04274177551269531,4.548209350,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,7,26956,0.02570724487304688,5.281681190,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,8,16652,0.01588058471679688,5.976592157,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,9,10434,0.00995063781738281,6.650995282,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,10,6452,0.00615310668945312,7.344469277,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,11,4011,0.00382518768310547,8.030253749,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,12,2431,0.00231838226318359,8.752665822,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,13,1432,0.00136566162109375,9.516184223,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,14,823,0.00078487396240234,10.315251380,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,15,422,0.00040245056152344,11.278900811,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,16,201,0.00019168853759766,12.348948309,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,17,105,0.00010013580322266,13.285754482,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,18,44,0.00004196166992188,14.540568381,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,19,9,0.00000858306884766,16.830074999,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,20,2,0.00000190734863281,19.000000000,fixed,2
2,1,5,4096,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,insertion,21,0,0.00000000000000000,inf,fixed,2
