b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,0,872956,0.83251571655273438,0.264450587,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,1,497259,0.47422313690185547,1.076362043,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,2,276751,0.26393032073974609,1.921770996,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,3,161538,0.15405464172363281,2.698485943,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,4,98890,0.09430885314941406,3.406462981,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,5,63494,0.06055259704589844,4.045667353,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,6,42391,0.04042720794677734,4.628529621,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,7,29114,0.02776527404785156,5.170574554,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,8,20558,0.01960563659667969,5.672587703,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,9,14660,0.01398086547851562,6.160402517,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,10,10643,0.01014995574951172,6.622382752,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,11,7858,0.00749397277832031,7.060053548,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,12,6019,0.00574016571044922,7.444691899,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,13,4699,0.00448131561279297,7.801861948,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,14,3751,0.00357723236083984,8.126940452,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,15,3070,0.00292778015136719,8.415977060,fixed,2
2,1,5,65536,2097152,1048576,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,16,2563,0.00244426727294922,8.676382237,fixed,2
