b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,0,1682886,0.80246257781982422,0.317493980,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,1,835155,0.39823293685913086,1.328315547,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,2,386409,0.18425416946411133,2.440230829,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,3,181615,0.08660078048706055,3.529476163,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,4,87938,0.04193210601806641,4.575800899,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,5,44075,0.02101659774780273,5.572327051,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,6,22885,0.01091241836547852,6.517885329,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,7,12550,0.00598430633544922,7.384600256,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,8,7235,0.00344991683959961,8.179222699,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,9,4348,0.00207328796386719,8.913863775,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,10,2657,0.00126695632934570,9.624417488,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,11,1593,0.00075960159301758,10.362469448,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,12,934,0.00044536590576172,11.132721260,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,13,541,0.00025796890258789,11.920515216,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,14,284,0.00013542175292969,12.850252880,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,15,137,0.00006532669067383,13.901967917,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,16,62,0.00002956390380859,15.045803690,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,17,30,0.00001430511474609,16.093109404,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,18,13,0.00000619888305664,17.299560282,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,19,5,0.00000238418579102,18.678071905,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,20,1,0.00000047683715820,21.000000000,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,21,0,0.00000000000000000,inf,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,0,2097152,1.00000000000000000,-0.000000000,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,1,1682886,0.80246257781982422,0.317493980,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,2,835155,0.39823293685913086,1.328315547,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,3,386409,0.18425416946411133,2.440230829,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,4,181615,0.08660078048706055,3.529476163,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,5,87938,0.04193210601806641,4.575800899,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,6,44075,0.02101659774780273,5.572327051,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,7,22885,0.01091241836547852,6.517885329,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,8,12550,0.00598430633544922,7.384600256,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,9,7235,0.00344991683959961,8.179222699,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,10,4348,0.00207328796386719,8.913863775,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,11,2657,0.00126695632934570,9.624417488,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,12,1593,0.00075960159301758,10.362469448,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,13,934,0.00044536590576172,11.132721260,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,14,541,0.00025796890258789,11.920515216,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,15,284,0.00013542175292969,12.850252880,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,16,137,0.00006532669067383,13.901967917,pooled,2
2,2,3,262144,4194304,2097152,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,17,62,0.00002956390380859,15.045803690,pooled,2
