b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,0,2039057,0.97229814529418945,0.040529326,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,1,1725952,0.82299804687500000,0.281039088,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,2,1181491,0.56337881088256836,0.827822791,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,3,686845,0.32751321792602539,1.610374962,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,4,361587,0.17241811752319336,2.536016716,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,5,178588,0.08515739440917969,3.553724382,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,6,84651,0.04036474227905273,4.630760509,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,7,39223,0.01870298385620117,5.740587735,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,8,17761,0.00846910476684570,6.883574808,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,9,8095,0.00385999679565430,8.017184635,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,10,3612,0.00172233581542969,9.181417823,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,11,1698,0.00080966949462891,10.270379256,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,12,764,0.00036430358886719,11.422571172,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,13,333,0.00015878677368164,12.620621633,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,14,142,0.00006771087646484,13.850252880,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,15,62,0.00002956390380859,15.045803690,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,16,31,0.00001478195190430,16.045803690,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,17,11,0.00000524520874023,17.540568381,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,18,1,0.00000047683715820,21.000000000,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,19,0,0.00000000000000000,inf,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,0,2097152,1.00000000000000000,-0.000000000,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,1,2039057,0.97229814529418945,0.040529326,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,2,1725952,0.82299804687500000,0.281039088,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,3,1181492,0.56337928771972656,0.827821570,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,4,686846,0.32751369476318359,1.610372862,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,5,361587,0.17241811752319336,2.536016716,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,6,178588,0.08515739440917969,3.553724382,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,7,84651,0.04036474227905273,4.630760509,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,8,39223,0.01870298385620117,5.740587735,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,9,17761,0.00846910476684570,6.883574808,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,10,8095,0.00385999679565430,8.017184635,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,11,3612,0.00172233581542969,9.181417823,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,12,1698,0.00080966949462891,10.270379256,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,13,764,0.00036430358886719,11.422571172,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,14,333,0.00015878677368164,12.620621633,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,15,142,0.00006771087646484,13.850252880,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,16,62,0.00002956390380859,15.045803690,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,17,31,0.00001478195190430,16.045803690,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,18,11,0.00000524520874023,17.540568381,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,19,1,0.00000047683715820,21.000000000,fixed,2
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,20,0,0.00000000000000000,inf,fixed,2
