b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
4,1,10,262144,4194304,2097152,cycle,10,shared,os-getrandom,random-old-and-new-paths,post,0,2069592,0.98685836791992188,0.019085048,fixed,3
4,1,10,262144,4194304,2097152,cycle,10,shared,os-getrandom,random-old-and-new-paths,post,1,1879851,0.89638280868530273,0.157813115,fixed,3
4,1,10,262144,4194304,2097152,cycle,10,shared,os-getrandom,random-old-and-new-paths,post,2,1467954,0.69997501373291016,0.514624670,fixed,3
4,1,10,262144,4194304,2097152,cycle,10,shared,os-getrandom,random-old-and-new-paths,post,3,1006326,0.47985363006591797,1.059333688,fixed,3
4,1,10,262144,4194304,2097152,cycle,10,shared,os-getrandom,random-old-and-new-paths,post,4,636911,0.30370283126831055,1.719267737,fixed,3
4,1,10,262144,4194304,2097152,cycle,10,shared,os-getrandom,random-old-and-new-paths,post,5,386453,0.18427515029907227,2.440066560,fixed,3
4,1,10,262144,4194304,2097152,cycle,10,shared,os-getrandom,random-old-and-new-paths,post,6,231278,0.11028194427490234,3.180731487,fixed,3
4,1,10,262144,4194304,2097152,cycle,10,shared,os-getrandom,random-old-and-new-paths,post,7,138890,0.06622791290283203,3.916416796,fixed,3
4,1,10,262144,4194304,2097152,cycle,10,shared,os-getrandom,random-old-and-new-paths,post,8,84296,0.04019546508789062,4.636823446,fixed,3
4,1,10,262144,4194304,2097152,cycle,10,shared,os-getrandom,random-old-and-new-paths,post,9,51742,0.02467250823974609,5.340951800,fixed,3
4,1,10,262144,4194304,2097152,cycle,10,shared,os-getrandom,random-old-and-new-paths,post,10,32318,0.01541042327880859,6.019949701,fixed,3
4,1,10,262144,4194304,2097152,cycle,10,shared,os-getrandom,random-old-and-new-paths,post,11,20481,0.00976610183715820,6.678001463,fixed,3
4,1,10,262144,4194304,2097152,cycle,10,shared,os-getrandom,random-old-and-new-paths,post,12,13137,0.00626420974731445,7.318651765,fixed,3
