b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,0,2802863,0.66825461387634277,0.581530201,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,1,937727,0.22357153892517090,2.161191553,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,2,313993,0.07486176490783691,3.739627129,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,3,105037,0.02504277229309082,5.319461909,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,4,35210,0.00839471817016602,6.896302393,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,5,11840,0.00282287597656250,8.468618539,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,6,4000,0.00095367431640625,10.034215715,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,7,1381,0.00032925605773926,11.568502396,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,8,478,0.00011396408081055,13.099133192,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,9,152,0.00003623962402344,14.752072487,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,10,55,0.00001311302185059,16.218640286,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,11,24,0.00000572204589844,17.415037499,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,12,13,0.00000309944152832,18.299560282,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,13,6,0.00000143051147461,19.415037499,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,14,3,0.00000071525573730,20.415037499,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,15,2,0.00000047683715820,21.000000000,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,16,1,0.00000023841857910,22.000000000,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,17,0,0.00000000000000000,inf,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,0,4194304,1.00000000000000000,-0.000000000,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,1,2802863,0.66825461387634277,0.581530201,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,2,937728,0.22357177734375000,2.161190014,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,3,313993,0.07486176490783691,3.739627129,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,4,105037,0.02504277229309082,5.319461909,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,5,35210,0.00839471817016602,6.896302393,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,6,11840,0.00282287597656250,8.468618539,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,7,4000,0.00095367431640625,10.034215715,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,8,1381,0.00032925605773926,11.568502396,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,9,478,0.00011396408081055,13.099133192,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,10,152,0.00003623962402344,14.752072487,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,11,55,0.00001311302185059,16.218640286,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,12,24,0.00000572204589844,17.415037499,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,13,13,0.00000309944152832,18.299560282,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,14,6,0.00000143051147461,19.415037499,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,15,3,0.00000071525573730,20.415037499,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,16,2,0.00000047683715820,21.000000000,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,17,1,0.00000023841857910,22.000000000,fixed,2
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,18,0,0.00000000000000000,inf,fixed,2
