b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,0,2049386,0.97722339630126953,0.033239690,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,1,1770227,0.84411001205444336,0.244497059,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,2,1252998,0.59747600555419922,0.743047319,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,3,753698,0.35939121246337891,1.476372961,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,4,408725,0.19489526748657227,2.359229036,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,5,208768,0.09954833984375000,3.328458933,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,6,102435,0.04884481430053711,4.355650786,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,7,48877,0.02330636978149414,5.423131883,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,8,22853,0.01089715957641602,6.519904055,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,9,10549,0.00503015518188477,7.635181376,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,10,4856,0.00231552124023438,8.754447294,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,11,2193,0.00104570388793945,9.901309903,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,12,1007,0.00048017501831055,11.024152032,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,13,493,0.00023508071899414,12.054556164,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,14,238,0.00011348724365234,13.105182237,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,15,99,0.00004720687866211,14.370643380,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,16,37,0.00001764297485352,15.790546634,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,17,15,0.00000715255737305,17.093109404,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,18,5,0.00000238418579102,18.678071905,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,19,3,0.00000143051147461,19.415037499,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,20,2,0.00000095367431641,20.000000000,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,21,1,0.00000047683715820,21.000000000,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,22,0,0.00000000000000000,inf,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,0,2097152,1.00000000000000000,-0.000000000,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,1,2049386,0.97722339630126953,0.033239690,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,2,1770227,0.84411001205444336,0.244497059,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,3,1252997,0.59747552871704102,0.743048470,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,4,753698,0.35939121246337891,1.476372961,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,5,408725,0.19489526748657227,2.359229036,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,6,208768,0.09954833984375000,3.328458933,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,7,102435,0.04884481430053711,4.355650786,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,8,48877,0.02330636978149414,5.423131883,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,9,22853,0.01089715957641602,6.519904055,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,10,10549,0.00503015518188477,7.635181376,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,11,4856,0.00231552124023438,8.754447294,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,12,2193,0.00104570388793945,9.901309903,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,13,1007,0.00048017501831055,11.024152032,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,14,493,0.00023508071899414,12.054556164,pooled,4
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,15,238,0.00011348724365234,13.105182237,pooled,4
