b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,0,2096980,0.99991798400878906,0.000118329,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,1,2093690,0.99834918975830078,0.002383584,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,2,2073157,0.98855829238891602,0.016602055,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,3,2003724,0.95545005798339844,0.065747630,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,4,1855871,0.88494825363159180,0.176334997,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,5,1627750,0.77617168426513672,0.365552292,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,6,1351708,0.64454460144042969,0.633647901,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,7,1069975,0.51020383834838867,0.970854342,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,8,816151,0.38917112350463867,1.361523429,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,9,606291,0.28910207748413086,1.790349119,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,10,442698,0.21109485626220703,2.244036670,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,11,320449,0.15280199050903320,2.710264758,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,12,230830,0.11006832122802734,3.183528788,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,13,166441,0.07936525344848633,3.655348664,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,14,120083,0.05726003646850586,4.126327601,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,15,86908,0.04144096374511719,4.592798635,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,16,63141,0.03010797500610352,5.053710511,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,17,46068,0.02196693420410156,5.508522654,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,18,33591,0.01601743698120117,5.964212875,fixed,7
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,19,24555,0.01170873641967773,6.416270798,fixed,7
