b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,0,1401145,0.66811800003051758,0.581825167,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,1,470693,0.22444391250610352,2.155573128,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,2,158097,0.07538652420043945,3.729549534,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,3,53323,0.02542638778686523,5.297529670,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,4,18098,0.00862979888916016,6.856457346,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,5,6009,0.00286531448364258,8.447090793,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,6,1954,0.00093173980712891,10.067785248,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,7,628,0.00029945373535156,11.705379251,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,8,200,0.00009536743164062,13.356143810,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,9,61,0.00002908706665039,15.069262662,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,10,19,0.00000905990600586,16.752072487,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,11,8,0.00000381469726562,18.000000000,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,12,1,0.00000047683715820,21.000000000,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,13,0,0.00000000000000000,inf,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,0,2097152,1.00000000000000000,-0.000000000,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,1,1401145,0.66811800003051758,0.581825167,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,2,470693,0.22444391250610352,2.155573128,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,3,158097,0.07538652420043945,3.729549534,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,4,53323,0.02542638778686523,5.297529670,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,5,18098,0.00862979888916016,6.856457346,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,6,6009,0.00286531448364258,8.447090793,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,7,1954,0.00093173980712891,10.067785248,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,8,628,0.00029945373535156,11.705379251,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,9,200,0.00009536743164062,13.356143810,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,10,61,0.00002908706665039,15.069262662,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,11,19,0.00000905990600586,16.752072487,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,12,8,0.00000381469726562,18.000000000,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,13,1,0.00000047683715820,21.000000000,fixed,2
2,3,3,262144,4194304,2097152,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,14,0,0.00000000000000000,inf,fixed,2
