b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,0,2059245,0.98192453384399414,0.026315945,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,1,1819935,0.86781263351440430,0.204544506,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,2,1340951,0.63941526412963867,0.645174910,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,3,847248,0.40399932861328125,1.307575199,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,4,484057,0.23081636428833008,2.115182584,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,5,259378,0.12368106842041016,3.015303408,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,6,133700,0.06375312805175781,3.971360060,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,7,67279,0.03208112716674805,4.962131358,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,8,33430,0.01594066619873047,5.971144265,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,9,16414,0.00782680511474609,6.997360762,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,10,8129,0.00387620925903320,8.011137827,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,11,3947,0.00188207626342773,9.053459196,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,12,1912,0.00091171264648438,10.099133192,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,13,968,0.00046157836914062,11.081136763,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,14,468,0.00022315979003906,12.129635280,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,15,233,0.00011110305786133,13.135813855,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,16,123,0.00005865097045898,14.057485495,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,17,71,0.00003385543823242,14.850252880,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,18,36,0.00001716613769531,15.830074999,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,19,18,0.00000858306884766,16.830074999,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,20,5,0.00000238418579102,18.678071905,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,21,2,0.00000095367431641,20.000000000,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,22,1,0.00000047683715820,21.000000000,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,23,0,0.00000000000000000,inf,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,0,2097152,1.00000000000000000,-0.000000000,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,1,2059245,0.98192453384399414,0.026315945,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,2,1819935,0.86781263351440430,0.204544506,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,3,1340950,0.63941478729248047,0.645175986,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,4,847248,0.40399932861328125,1.307575199,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,5,484057,0.23081636428833008,2.115182584,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,6,259378,0.12368106842041016,3.015303408,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,7,133700,0.06375312805175781,3.971360060,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,8,67279,0.03208112716674805,4.962131358,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,9,33430,0.01594066619873047,5.971144265,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,10,16414,0.00782680511474609,6.997360762,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,11,8129,0.00387620925903320,8.011137827,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,12,3947,0.00188207626342773,9.053459196,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,13,1912,0.00091171264648438,10.099133192,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,14,968,0.00046157836914062,11.081136763,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,15,468,0.00022315979003906,12.129635280,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,16,233,0.00011110305786133,13.135813855,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,17,123,0.00005865097045898,14.057485495,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,18,71,0.00003385543823242,14.850252880,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,19,36,0.00001716613769531,15.830074999,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,20,18,0.00000858306884766,16.830074999,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,21,5,0.00000238418579102,18.678071905,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,22,2,0.00000095367431641,20.000000000,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,23,1,0.00000047683715820,21.000000000,fixed,1
4,4,4,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,24,0,0.00000000000000000,inf,fixed,1
