b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,0,2893499,0.68986392021179199,0.535616285,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,1,1051526,0.25070333480834961,1.995946908,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,2,381053,0.09085011482238770,3.460367852,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,3,140042,0.03338861465454102,4.904499955,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,4,52833,0.01259636878967285,6.310848288,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,5,20597,0.00491070747375488,7.669853400,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,6,8352,0.00199127197265625,8.972094003,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,7,3430,0.00081777572631836,10.256007139,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,8,1485,0.00035405158996582,11.463752784,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,9,645,0.00015377998352051,12.666844650,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,10,267,0.00006365776062012,13.939304068,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,11,102,0.00002431869506836,15.327574658,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,12,35,0.00000834465026855,16.870716983,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,13,17,0.00000405311584473,17.912537159,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,14,6,0.00000143051147461,19.415037499,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,15,3,0.00000071525573730,20.415037499,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,16,1,0.00000023841857910,22.000000000,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,17,0,0.00000000000000000,inf,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,0,4194304,1.00000000000000000,-0.000000000,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,1,2893498,0.68986368179321289,0.535616784,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,2,1051526,0.25070333480834961,1.995946908,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,3,381053,0.09085011482238770,3.460367852,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,4,140042,0.03338861465454102,4.904499955,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,5,52833,0.01259636878967285,6.310848288,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,6,20597,0.00491070747375488,7.669853400,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,7,8352,0.00199127197265625,8.972094003,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,8,3430,0.00081777572631836,10.256007139,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,9,1485,0.00035405158996582,11.463752784,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,10,645,0.00015377998352051,12.666844650,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,11,267,0.00006365776062012,13.939304068,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,12,102,0.00002431869506836,15.327574658,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,13,35,0.00000834465026855,16.870716983,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,14,17,0.00000405311584473,17.912537159,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,15,6,0.00000143051147461,19.415037499,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,16,3,0.00000071525573730,20.415037499,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,17,1,0.00000023841857910,22.000000000,fixed,2
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,18,0,0.00000000000000000,inf,fixed,2
