b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,0,2097151,0.99999952316284180,0.000000688,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,1,2097119,0.99998426437377930,0.000022702,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,2,2096757,0.99981164932250977,0.000271758,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,3,2094865,0.99890947341918945,0.001574156,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,4,2089064,0.99614334106445312,0.005574740,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,5,2076487,0.99014616012573242,0.014286591,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,6,2055018,0.97990894317626953,0.029280400,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,7,2024192,0.96520996093750000,0.051085291,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,8,1984377,0.94622468948364258,0.079745290,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,9,1936788,0.92353248596191406,0.114765385,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,10,1882780,0.89777946472167969,0.155566998,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,11,1823239,0.86938810348510742,0.201927741,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,12,1758953,0.83873414993286133,0.253714497,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,13,1691143,0.80639982223510742,0.310432774,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,14,1620768,0.77284240722656250,0.371753835,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,15,1548708,0.73848152160644531,0.437366273,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,16,1476051,0.70383596420288086,0.506688861,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,17,1402708,0.66886329650878906,0.580216715,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,18,1328941,0.63368844985961914,0.658154375,fixed,3
8,1,16,262144,4194304,2097152,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,19,1255076,0.59846687316894531,0.740656703,fixed,3
