b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,0,1785625,0.85145235061645508,0.232002300,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,1,1111849,0.53017091751098633,0.915470561,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,2,704883,0.33611440658569336,1.572975714,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,3,480577,0.22915697097778320,2.125591922,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,4,348059,0.16596746444702148,2.591027645,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,5,264459,0.12610387802124023,2.987315452,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,6,207186,0.09879398345947266,3.339433005,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,7,165274,0.07880878448486328,3.665499740,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,8,133554,0.06368350982666016,3.972936340,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,9,108783,0.05187177658081055,4.268906408,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,10,89135,0.04250288009643555,4.556295585,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,11,73603,0.03509664535522461,4.832523050,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,12,60919,0.02904844284057617,5.105395361,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,13,50477,0.02406930923461914,5.376661451,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,14,42144,0.02009582519531250,5.636960370,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,15,35421,0.01689004898071289,5.887682678,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,16,29829,0.01422357559204102,6.135572007,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,17,25256,0.01204299926757812,6.375661455,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,18,21328,0.01016998291015625,6.619538935,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,19,18112,0.00863647460937500,6.855341757,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,20,15364,0.00732612609863281,7.092733751,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,21,13009,0.00620317459106445,7.332777554,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,22,11072,0.00527954101562500,7.565371772,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,23,9384,0.00447463989257812,7.804012702,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,24,8024,0.00382614135742188,8.029894109,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,25,6942,0.00331020355224609,8.238864350,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,26,6091,0.00290441513061523,8.427536611,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,27,5344,0.00254821777343750,8.616295708,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,28,4713,0.00224733352661133,8.797570034,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,29,4118,0.00196361541748047,8.992271885,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,30,3587,0.00171041488647461,9.191437970,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,31,3081,0.00146913528442383,9.410817033,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,32,2679,0.00127744674682617,9.612521134,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,33,2314,0.00110340118408203,9.823826851,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,34,2003,0.00095510482788086,10.032053294,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,35,1745,0.00083208084106445,10.230988679,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,36,1539,0.00073385238647461,10.412222484,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,37,1302,0.00062084197998047,10.653486267,fixed,2
2,1,5,1048576,4194304,2097152,cycle,5,shared,os-getrandom,random-old-and-new-paths,post,38,1092,0.00052070617675781,10.907242859,fixed,2
