b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains,path_schedule,deterministic_numerator,deterministic_denominator
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,post,0,849245,0.80990314483642578,0.304178706,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,post,1,390139,0.37206554412841797,1.426371302,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,post,2,107028,0.10206985473632812,3.292371251,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,post,3,26137,0.02492618560791016,5.326194062,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,post,4,6118,0.00583457946777344,7.421155608,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,post,5,1368,0.00130462646484375,9.582147485,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,post,6,275,0.00026226043701172,11.896712192,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,post,7,42,0.00004005432128906,14.607682577,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,post,8,4,0.00000381469726562,18.000000000,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,post,9,0,0.00000000000000000,inf,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,insertion,0,1048576,1.00000000000000000,-0.000000000,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,insertion,1,849245,0.80990314483642578,0.304178706,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,insertion,2,390138,0.37206459045410156,1.426375000,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,insertion,3,107028,0.10206985473632812,3.292371251,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,insertion,4,26137,0.02492618560791016,5.326194062,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,insertion,5,6118,0.00583457946777344,7.421155608,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,insertion,6,1368,0.00130462646484375,9.582147485,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,insertion,7,275,0.00026226043701172,11.896712192,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,insertion,8,42,0.00004005432128906,14.607682577,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,insertion,9,4,0.00000381469726562,18.000000000,fixed,1,access-plus-rate-deterministic,3,4
2,4,1,1024,262144,1048576,cycle,4,random,os-getrandom,random-old-and-new-paths,insertion,10,0,0.00000000000000000,inf,fixed,1,access-plus-rate-deterministic,3,4
