b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,samples,threshold,exceed_count,probability,log2_inverse,eviction_policy,eviction_chains,path_schedule,deterministic_numerator,deterministic_denominator
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,0,1073525496,0.99979852885007858,0.000290691,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,1,1070447773,0.99693217594176531,0.004432737,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,2,1052794453,0.98049124050885439,0.028423353,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,3,996260510,0.92783990316092968,0.108052202,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,4,877898375,0.81760657485574484,0.290521297,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,5,699395234,0.65136257000267506,0.618467276,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,6,493761385,0.45985112432390451,1.120761227,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,7,306614191,0.28555671777576208,1.808150770,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,8,168464286,0.15689459256827831,2.672132465,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,9,83319164,0.07759701833128929,3.687854972,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,10,37965862,0.03535846434533596,4.821800571,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,11,16337668,0.01521563902497292,6.038301264,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,12,6794603,0.00632796715945005,7.304042172,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,13,2785981,0.00259464699774981,8.590246012,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,14,1143296,0.00106477737426758,9.875232464,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,15,473295,0.00044079031795263,11.147619844,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,16,199630,0.00018591992557049,12.393030983,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,17,85467,0.00007959734648466,13.616920138,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,18,37019,0.00003447663038969,14.824021696,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,19,16252,0.00001513585448265,16.011670351,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,20,7000,0.00000651925802231,17.226860793,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,21,2984,0.00000277906656265,18.456968180,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,22,1263,0.00000117626041174,19.697361076,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,23,531,0.00000049453228712,20.947431949,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,24,205,0.00000019092112780,22.320519900,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,25,82,0.00000007636845112,23.642447995,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,26,23,0.00000002142041922,25.476438044,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,27,7,0.00000000651925802,27.192645078,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,28,2,0.00000000186264515,29.000000000,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,post,1073741824,29,0,0.00000000000000000,inf,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,0,1073741824,1.00000000000000000,-0.000000000,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,1,1073525496,0.99979852885007858,0.000290691,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,2,1070447773,0.99693217594176531,0.004432737,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,3,1052794453,0.98049124050885439,0.028423353,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,4,996260510,0.92783990316092968,0.108052202,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,5,877898375,0.81760657485574484,0.290521297,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,6,699395234,0.65136257000267506,0.618467276,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,7,493761384,0.45985112339258194,1.120761230,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,8,306614190,0.28555671684443951,1.808150775,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,9,168464286,0.15689459256827831,2.672132465,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,10,83319164,0.07759701833128929,3.687854972,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,11,37965862,0.03535846434533596,4.821800571,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,12,16337668,0.01521563902497292,6.038301264,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,13,6794603,0.00632796715945005,7.304042172,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,14,2785981,0.00259464699774981,8.590246012,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,15,1143296,0.00106477737426758,9.875232464,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,16,473295,0.00044079031795263,11.147619844,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,17,199630,0.00018591992557049,12.393030983,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,18,85467,0.00007959734648466,13.616920138,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,19,37019,0.00003447663038969,14.824021696,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,20,16252,0.00001513585448265,16.011670351,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,21,7000,0.00000651925802231,17.226860793,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,22,2984,0.00000277906656265,18.456968180,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,23,1263,0.00000117626041174,19.697361076,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,24,531,0.00000049453228712,20.947431949,fixed,1,access-plus-rate-deterministic,1,5
2,8,2,65536,16777216,1073741824,cycle,16,random,os-getrandom,random-old-and-new-paths,insertion,1073741824,25,205,0.00000019092112780,22.320519900,fixed,1,access-plus-rate-deterministic,1,5
