load_percent,metric,samples,mean,maximum,slope_bits_4_8,slope_bits_8_12,slope_bits_12_16,slope_bits_16_20,slope_bits_20_24,slope_bits_24_28
110,post,4294967296,6.41421554773,29,0.804028159989,0.777065950003,0.819137147075,0.848337554146,0.748522441603,nan
110,insertion,4294967296,7.41421554703,30,0.804028159989,0.777065950003,0.819137147075,0.848337554146,0.748522441603,nan
110,pre_batch,858993460,8.38168425985,30,0.79865924201,0.783285722008,0.832365210489,0.858922683011,0.795406343266,nan
120,post,4294967296,6.88019872946,40,1.26340859556,1.29339164425,1.25713144627,1.10514058654,0.867739536778,nan
120,insertion,4294967296,7.88019872713,41,1.26340859556,1.29339164425,1.25713144627,1.10514058654,0.867739536778,nan
120,pre_batch,858993460,8.8493544654,41,1.27162511389,1.29333767346,1.25121094262,1.1072367086,0.876009541168,nan
