b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,0,751268,0.71646499633789062,0.481031873
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,1,289891,0.27646160125732422,1.854848982
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,2,106631,0.10169124603271484,3.297732603
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,3,39224,0.03740692138671875,4.740550954
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,4,14459,0.01378917694091797,6.180319843
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,5,5322,0.00507545471191406,7.622247205
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,6,1994,0.00190162658691406,9.038550306
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,7,753,0.00071811676025391,10.443493945
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,8,272,0.00025939941406250,11.912537159
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,9,112,0.00010681152343750,13.192645078
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,10,42,0.00004005432128906,14.607682577
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,11,20,0.00001907348632812,15.678071905
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,12,2,0.00000190734863281,19.000000000
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,13,0,0.00000000000000000,inf
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,0,1048576,1.00000000000000000,-0.000000000
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,1,751268,0.71646499633789062,0.481031873
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,2,289891,0.27646160125732422,1.854848982
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,3,106631,0.10169124603271484,3.297732603
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,4,39224,0.03740692138671875,4.740550954
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,5,14459,0.01378917694091797,6.180319843
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,6,5322,0.00507545471191406,7.622247205
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,7,1994,0.00190162658691406,9.038550306
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,8,753,0.00071811676025391,10.443493945
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,9,272,0.00025939941406250,11.912537159
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,10,112,0.00010681152343750,13.192645078
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,11,42,0.00004005432128906,14.607682577
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,12,20,0.00001907348632812,15.678071905
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,13,2,0.00000190734863281,19.000000000
2,3,3,1048576,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,14,0,0.00000000000000000,inf
