b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,0,1025822,0.97830009460449219,0.031651014
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,1,891642,0.85033607482910156,0.233894951
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,2,637302,0.60777854919433594,0.718382337
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,3,387083,0.36915111541748047,1.437716577
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,4,212062,0.20223808288574219,2.305873402
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,5,108819,0.10377788543701172,3.268429050
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,6,53778,0.05128669738769531,4.285271518
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,7,25776,0.02458190917968750,5.346259221
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,8,11976,0.01142120361328125,6.452141494
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,9,5623,0.00536251068115234,7.542875668
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,10,2614,0.00249290466308594,8.647956574
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,11,1181,0.00112628936767578,9.794206751
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,12,564,0.00053787231445312,10.860448648
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,13,275,0.00026226043701172,11.896712192
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,14,146,0.00013923645019531,12.810175441
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,15,75,0.00007152557373047,13.771181310
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,16,35,0.00003337860107422,14.870716983
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,17,17,0.00001621246337891,15.912537159
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,18,7,0.00000667572021484,17.192645078
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,19,3,0.00000286102294922,18.415037499
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,20,0,0.00000000000000000,inf
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,0,1048576,1.00000000000000000,-0.000000000
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,1,1025822,0.97830009460449219,0.031651014
4,4,4,1024,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,2,891642,0.85033607482910156,0.233894951
