b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,0,1024990,0.97750663757324219,0.032821596
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,1,888864,0.84768676757812500,0.238396828
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,2,634877,0.60546588897705078,0.723882412
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,3,386982,0.36905479431152344,1.438093063
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,4,213257,0.20337772369384766,2.297766428
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,5,111025,0.10588169097900391,3.239474954
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,6,55622,0.05304527282714844,4.236632000
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,7,27240,0.02597808837890625,5.266560917
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,8,13133,0.01252460479736328,6.319091109
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,9,6303,0.00601100921630859,7.378177053
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,10,2971,0.00283336639404297,8.463267110
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,11,1368,0.00130462646484375,9.582147485
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,12,638,0.00060844421386719,10.682587386
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,13,299,0.00028514862060547,11.775998326
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,14,138,0.00013160705566406,12.891475543
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,15,71,0.00006771087646484,13.850252880
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,16,36,0.00003433227539062,14.830074999
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,17,14,0.00001335144042969,16.192645078
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,18,6,0.00000572204589844,17.415037499
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,19,3,0.00000286102294922,18.415037499
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,20,0,0.00000000000000000,inf
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,0,1048576,1.00000000000000000,-0.000000000
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,1,1024990,0.97750663757324219,0.032821596
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,2,888864,0.84768676757812500,0.238396828
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,3,634877,0.60546588897705078,0.723882412
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,4,386982,0.36905479431152344,1.438093063
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,5,213257,0.20337772369384766,2.297766428
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,6,111025,0.10588169097900391,3.239474954
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,7,55622,0.05304527282714844,4.236632000
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,8,27240,0.02597808837890625,5.266560917
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,9,13133,0.01252460479736328,6.319091109
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,10,6303,0.00601100921630859,7.378177053
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,11,2971,0.00283336639404297,8.463267110
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,12,1368,0.00130462646484375,9.582147485
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,13,638,0.00060844421386719,10.682587386
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,14,299,0.00028514862060547,11.775998326
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,15,138,0.00013160705566406,12.891475543
4,5,3,16384,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,insertion,16,71,0.00006771087646484,13.850252880
