b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,0,1027127,0.97954463958740234,0.029816855
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,1,896200,0.85468292236328125,0.226538799
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,2,644515,0.61465740203857422,0.702145590
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,3,394809,0.37651920318603516,1.409204648
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,4,217809,0.20771884918212891,2.267295957
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,5,112688,0.10746765136718750,3.218025633
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,6,55822,0.05323600769042969,4.231453806
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,7,26937,0.02568912506103516,5.282698435
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,8,12797,0.01220417022705078,6.356481982
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,9,5977,0.00570011138916016,7.454794173
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,10,2821,0.00269031524658203,8.538009049
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,11,1293,0.00123310089111328,9.663493440
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,12,611,0.00058269500732422,10.744971430
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,13,292,0.00027847290039062,11.810175441
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,14,144,0.00013732910156250,12.830074999
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,15,81,0.00007724761962891,13.660149997
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,16,44,0.00004196166992188,14.540568381
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,17,32,0.00003051757812500,15.000000000
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,18,21,0.00002002716064453,15.607682577
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,19,15,0.00001430511474609,16.093109404
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,20,8,0.00000762939453125,17.000000000
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,21,3,0.00000286102294922,18.415037499
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,22,2,0.00000190734863281,19.000000000
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,23,1,0.00000095367431641,20.000000000
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,post,24,0,0.00000000000000000,inf
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,0,1048576,1.00000000000000000,-0.000000000
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,1,1027127,0.97954463958740234,0.029816855
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,2,896200,0.85468292236328125,0.226538799
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,3,644515,0.61465740203857422,0.702145590
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,4,394810,0.37652015686035156,1.409200994
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,5,217810,0.20771980285644531,2.267289334
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,6,112688,0.10746765136718750,3.218025633
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,7,55822,0.05323600769042969,4.231453806
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,8,26937,0.02568912506103516,5.282698435
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,9,12797,0.01220417022705078,6.356481982
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,10,5977,0.00570011138916016,7.454794173
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,11,2821,0.00269031524658203,8.538009049
4,4,4,4096,2097152,1048576,cycle,16,shared,os-getrandom,random-old-and-new-paths,insertion,12,1293,0.00123310089111328,9.663493440
