b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,0,1047549,0.99902057647705078,0.001413702
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,1,1038537,0.99042606353759766,0.013878815
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,2,1009498,0.96273231506347656,0.054793378
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,3,957347,0.91299724578857422,0.131317587
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,4,887912,0.84677886962890625,0.239942826
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,5,807073,0.76968479156494141,0.377660354
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,6,720188,0.68682479858398438,0.541985964
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,7,633530,0.60418128967285156,0.726946588
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,8,549262,0.52381706237792969,0.932865041
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,9,469730,0.44796943664550781,1.158527789
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,10,396458,0.37809181213378906,1.403191488
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,11,330797,0.31547260284423828,1.664413375
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,12,273185,0.26052951812744141,1.940481255
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,13,223900,0.21352767944335938,2.227504997
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,14,182219,0.17377758026123047,2.524686129
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,15,147353,0.14052677154541016,2.831083093
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,16,118529,0.11303806304931641,3.145119445
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,17,95257,0.09084415435791016,3.460462507
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,18,76139,0.07261180877685547,3.783651999
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,19,60481,0.05767917633056641,4.115805627
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,20,47935,0.04571437835693359,4.451208188
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,21,37659,0.03591442108154297,4.799292929
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,22,29262,0.02790641784667969,5.163259242
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,23,22621,0.02157306671142578,5.534624913
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,24,17368,0.01656341552734375,5.915855989
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,25,13285,0.01266956329345703,6.302489393
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,26,10004,0.00954055786132812,6.711710658
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,27,7525,0.00717639923095703,7.122524133
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,28,5717,0.00545215606689453,7.518957425
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,29,4333,0.00413227081298828,7.918849479
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,30,3252,0.00310134887695312,8.332888458
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,31,2436,0.00232315063476562,8.749701582
4,4,3,1048576,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,32,1857,0.00177097320556641,9.141241900
