b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,0,1027721,0.98011112213134766,0.028982768
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,1,902844,0.86101913452148438,0.215882796
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,2,660234,0.62964820861816406,0.667382091
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,3,413898,0.39472389221191406,1.341084248
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,4,235871,0.22494411468505859,2.152361473
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,5,126646,0.12077903747558594,3.049558014
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,6,65791,0.06274318695068359,3.994397379
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,7,33461,0.03191089630126953,4.969807059
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,8,16823,0.01604366302490234,5.961852620
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,9,8391,0.00800228118896484,6.965372961
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,10,4206,0.00401115417480469,7.961766865
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,11,2053,0.00195789337158203,8.996482088
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,12,973,0.00092792510986328,10.073704005
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,13,469,0.00044727325439453,11.126555887
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,14,210,0.00020027160644531,12.285754482
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,15,87,0.00008296966552734,13.557056504
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,16,34,0.00003242492675781,14.912537159
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,17,9,0.00000858306884766,16.830074999
4,5,3,262144,2097152,1048576,cycle,15,shared,os-getrandom,random-old-and-new-paths,post,18,2,0.00000190734863281,19.000000000
