b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,0,4011476,0.95641040802001953,0.064298265
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,1,3408972,0.81276226043701172,0.299094681
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,2,2807014,0.66924428939819336,0.579395171
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,3,2310193,0.55079293251037598,0.860418047
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,4,1907850,0.45486688613891602,1.136483683
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,5,1578015,0.37622809410095215,1.410320512
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,6,1304477,0.31101155281066895,1.684959923
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,7,1076934,0.25676107406616211,1.961501594
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,8,887272,0.21154212951660156,2.240983084
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,9,729514,0.17392969131469727,2.523423861
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,10,598305,0.14264702796936035,2.809478406
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,11,489652,0.11674213409423828,3.098602748
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,12,400336,0.09544754028320312,3.389148170
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,13,326595,0.07786631584167480,3.682856821
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,14,265682,0.06334352493286133,3.980659037
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,15,215629,0.05140995979309082,4.281808306
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,16,174875,0.04169344902038574,4.584035468
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,17,142090,0.03387689590454102,4.883554501
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,18,115197,0.02746510505676270,5.186256379
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,19,93645,0.02232670783996582,5.485085654
2,2,3,1048576,4194304,4194304,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,20,76271,0.01818442344665527,5.781153005
