b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,0,2999701,0.71518445014953613,0.483612726
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,1,1150261,0.27424359321594238,1.866470178
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,2,422063,0.10062766075134277,3.312901164
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,3,154101,0.03674054145812988,4.766483302
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,4,56816,0.01354598999023438,6.205990355
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,5,21048,0.00501823425292969,7.638604467
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,6,7876,0.00187778472900391,9.056752604
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,7,2879,0.00068640708923340,10.508647926
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,8,1006,0.00023984909057617,12.025585410
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,9,312,0.00007438659667969,13.714597781
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,10,89,0.00002121925354004,15.524266569
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,11,22,0.00000524520874023,17.540568381
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,12,5,0.00000119209289551,19.678071905
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,13,0,0.00000000000000000,inf
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,0,4194304,1.00000000000000000,-0.000000000
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,1,2999700,0.71518421173095703,0.483613207
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,2,1150261,0.27424359321594238,1.866470178
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,3,422063,0.10062766075134277,3.312901164
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,4,154101,0.03674054145812988,4.766483302
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,5,56816,0.01354598999023438,6.205990355
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,6,21048,0.00501823425292969,7.638604467
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,7,7876,0.00187778472900391,9.056752604
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,8,2879,0.00068640708923340,10.508647926
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,9,1006,0.00023984909057617,12.025585410
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,10,312,0.00007438659667969,13.714597781
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,11,89,0.00002121925354004,15.524266569
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,12,22,0.00000524520874023,17.540568381
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,13,5,0.00000119209289551,19.678071905
2,3,3,1048576,4194304,4194304,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,14,0,0.00000000000000000,inf
