b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,0,1032777,0.98493289947509766,0.021902653
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,1,928525,0.88551044464111328,0.175418771
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,2,710538,0.67762184143066406,0.561447718
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,3,473059,0.45114421844482422,1.148339398
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,4,287860,0.27452468872070312,1.864992194
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,5,165066,0.15741920471191406,2.667316538
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,6,91163,0.08693981170654297,3.523839219
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,7,49206,0.04692649841308594,4.413453377
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,8,26229,0.02501392364501953,5.321124816
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,9,14016,0.01336669921875000,6.225212940
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,10,7437,0.00709247589111328,7.139494943
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,11,3947,0.00376415252685547,8.053459196
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,12,2016,0.00192260742187500,9.022720077
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,13,1024,0.00097656250000000,10.000000000
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,14,522,0.00049781799316406,10.972094003
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,15,257,0.00024509429931641,11.994375451
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,16,138,0.00013160705566406,12.891475543
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,17,70,0.00006675720214844,13.870716983
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,18,35,0.00003337860107422,14.870716983
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,19,12,0.00001144409179688,16.415037499
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,20,1,0.00000095367431641,20.000000000
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,21,0,0.00000000000000000,inf
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,0,1048576,1.00000000000000000,-0.000000000
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,1,1032777,0.98493289947509766,0.021902653
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,2,928525,0.88551044464111328,0.175418771
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,3,710537,0.67762088775634766,0.561449748
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,4,473059,0.45114421844482422,1.148339398
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,5,287860,0.27452468872070312,1.864992194
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,6,165066,0.15741920471191406,2.667316538
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,7,91163,0.08693981170654297,3.523839219
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,8,49206,0.04692649841308594,4.413453377
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,9,26229,0.02501392364501953,5.321124816
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,10,14016,0.01336669921875000,6.225212940
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,11,7437,0.00709247589111328,7.139494943
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,12,3947,0.00376415252685547,8.053459196
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,13,2016,0.00192260742187500,9.022720077
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,14,1024,0.00097656250000000,10.000000000
4,4,3,4096,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,15,522,0.00049781799316406,10.972094003
