b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,0,4190340,0.99905490875244141,0.001364123
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,1,4153135,0.99018454551696777,0.014230663
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,2,4033946,0.96176767349243164,0.056239659
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,3,3818923,0.91050219535827637,0.135265599
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,4,3528550,0.84127187728881836,0.249355977
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,5,3190508,0.76067638397216797,0.394645279
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,6,2831939,0.67518687248229980,0.566641241
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,7,2471320,0.58920860290527344,0.763149600
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,8,2123508,0.50628376007080078,0.981981887
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,9,1799088,0.42893600463867188,1.221165675
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,10,1504132,0.35861301422119141,1.479500250
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,11,1243204,0.29640293121337891,1.754368380
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,12,1016074,0.24225091934204102,2.045425954
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,13,821001,0.19574189186096191,2.352975546
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,14,657249,0.15670037269592285,2.673919484
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,15,522075,0.12447237968444824,3.006102450
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,16,411807,0.09818243980407715,3.348391172
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,17,322685,0.07693409919738770,3.700233010
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,18,251144,0.05987739562988281,4.061844717
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,19,194434,0.04635667800903320,4.431079005
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,20,149556,0.03565692901611328,4.809673735
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,21,114249,0.02723908424377441,5.198177988
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,22,86788,0.02069187164306641,5.594792042
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,23,65707,0.01566576957702637,5.996240546
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,24,49444,0.01178836822509766,6.406492159
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,25,36938,0.00880670547485352,6.827181866
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,26,27667,0.00659632682800293,7.244121403
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,27,20711,0.00493788719177246,7.661890407
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,28,15391,0.00366950035095215,8.090200649
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,29,11491,0.00273966789245605,8.511783267
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,30,8564,0.00204181671142578,8.935930920
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,31,6403,0.00152659416198730,9.355467705
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,32,4799,0.00114417076110840,9.771481902
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,33,3583,0.00085425376892090,10.193047672
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,34,2660,0.00063419342041016,10.622789470
4,4,3,1048576,4194304,4194304,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,35,1994,0.00047540664672852,11.038550306
