b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,0,843173,0.80411243438720703,0.314530856
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,1,447576,0.42684173583984375,1.228226848
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,2,229263,0.21864223480224609,2.193355984
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,3,119324,0.11379623413085938,3.135475280
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,4,63795,0.06083965301513672,4.038844265
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,5,35148,0.03351974487304688,4.898845021
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,6,19676,0.01876449584960938,5.735850660
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,7,11191,0.01067256927490234,6.549948663
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,8,6470,0.00617027282714844,7.340450003
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,9,3720,0.00354766845703125,8.138913094
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,10,2156,0.00205612182617188,8.925858537
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,11,1226,0.00116920471191406,9.740256736
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,12,680,0.00064849853515625,10.590609064
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,13,399,0.00038051605224609,11.359755064
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,14,228,0.00021743774414062,12.167109986
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,15,133,0.00012683868408203,12.944717564
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,16,59,0.00005626678466797,14.117356951
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,17,20,0.00001907348632812,15.678071905
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,18,6,0.00000572204589844,17.415037499
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,19,2,0.00000190734863281,19.000000000
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,20,0,0.00000000000000000,inf
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,0,1048576,1.00000000000000000,-0.000000000
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,1,843173,0.80411243438720703,0.314530856
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,2,447576,0.42684173583984375,1.228226848
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,3,229263,0.21864223480224609,2.193355984
2,3,2,1048576,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,4,119324,0.11379623413085938,3.135475280
