b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,0,744040,0.70957183837890625,0.494979342
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,1,279759,0.26679897308349609,1.906174981
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,2,100875,0.09620189666748047,3.377790852
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,3,36230,0.03455162048339844,4.855102815
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,4,13066,0.01246070861816406,6.326470076
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,5,4723,0.00450420379638672,7.794512180
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,6,1698,0.00161933898925781,9.270379256
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,7,556,0.00053024291992188,10.881058927
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,8,150,0.00014305114746094,12.771181310
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,9,42,0.00004005432128906,14.607682577
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,10,8,0.00000762939453125,17.000000000
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,11,1,0.00000095367431641,20.000000000
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,post,12,0,0.00000000000000000,inf
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,0,1048576,1.00000000000000000,-0.000000000
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,1,744040,0.70957183837890625,0.494979342
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,2,279759,0.26679897308349609,1.906174981
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,3,100875,0.09620189666748047,3.377790852
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,4,36231,0.03455257415771484,4.855062995
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,5,13067,0.01246166229248047,6.326359664
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,6,4724,0.00450515747070312,7.794206751
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,7,1699,0.00162029266357422,9.269529863
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,8,557,0.00053119659423828,10.878466483
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,9,150,0.00014305114746094,12.771181310
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,10,42,0.00004005432128906,14.607682577
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,11,8,0.00000762939453125,17.000000000
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,12,1,0.00000095367431641,20.000000000
2,3,3,16384,2097152,1048576,cycle,9,shared,os-getrandom,random-old-and-new-paths,insertion,13,0,0.00000000000000000,inf
