b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,0,1030139,0.98241710662841797,0.025592413
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,1,914226,0.87187385559082031,0.197808677
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,2,680896,0.64935302734375000,0.622925068
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,3,437491,0.41722393035888672,1.261106187
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,4,255420,0.24358749389648438,2.037488030
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,5,140335,0.13383388519287109,2.901484659
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,6,73989,0.07056140899658203,3.824976820
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,7,38246,0.03647422790527344,4.776978751
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,8,19558,0.01865196228027344,5.744528773
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,9,10060,0.00959396362304688,6.703657315
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,10,5229,0.00498676300048828,7.647680645
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,11,2764,0.00263595581054688,8.567458100
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,12,1506,0.00143623352050781,9.443493945
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,13,852,0.00081253051757812,10.265290380
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,14,505,0.00048160552978516,11.019860422
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,15,308,0.00029373168945312,11.733213459
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,16,193,0.00018405914306641,12.407542963
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,17,108,0.00010299682617188,13.245112498
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,18,50,0.00004768371582031,14.356143810
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,19,21,0.00002002716064453,15.607682577
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,20,4,0.00000381469726562,18.000000000
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,post,21,0,0.00000000000000000,inf
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,0,1048576,1.00000000000000000,-0.000000000
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,1,1030138,0.98241615295410156,0.025593813
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,2,914225,0.87187290191650391,0.197810255
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,3,680895,0.64935207366943359,0.622927186
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,4,437491,0.41722393035888672,1.261106187
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,5,255420,0.24358749389648438,2.037488030
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,6,140335,0.13383388519287109,2.901484659
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,7,73989,0.07056140899658203,3.824976820
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,8,38246,0.03647422790527344,4.776978751
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,9,19558,0.01865196228027344,5.744528773
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,10,10060,0.00959396362304688,6.703657315
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,11,5229,0.00498676300048828,7.647680645
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,12,2764,0.00263595581054688,8.567458100
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,13,1506,0.00143623352050781,9.443493945
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,14,852,0.00081253051757812,10.265290380
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,15,505,0.00048160552978516,11.019860422
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,16,308,0.00029373168945312,11.733213459
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,17,193,0.00018405914306641,12.407542963
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,18,108,0.00010299682617188,13.245112498
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,19,50,0.00004768371582031,14.356143810
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,20,21,0.00002002716064453,15.607682577
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,21,4,0.00000381469726562,18.000000000
4,4,3,1024,2097152,1048576,cycle,12,shared,os-getrandom,random-old-and-new-paths,insertion,22,0,0.00000000000000000,inf
