b,z,y,n,warmup,operations,workload,bucket_slots,queue_policy,rng_source,initialization,metric,threshold,exceed_count,probability,log2_inverse
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,0,879508,0.83876419067382812,0.253662825
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,1,490990,0.46824455261230469,1.094665884
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,2,252807,0.24109554290771484,2.052323115
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,3,130797,0.12473773956298828,3.003030074
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,4,69725,0.06649494171142578,3.910611591
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,5,38304,0.03652954101562500,4.774792563
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,6,21708,0.02070236206054688,5.594060807
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,7,12396,0.01182174682617188,6.402412960
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,8,7101,0.00677204132080078,7.206193509
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,9,4120,0.00392913818359375,7.991571378
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,10,2464,0.00234985351562500,8.733213459
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,11,1537,0.00146579742431641,9.414098550
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,12,1010,0.00096321105957031,10.019860422
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,13,632,0.00060272216796875,10.696219252
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,14,423,0.00040340423583984,11.275486147
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,15,256,0.00024414062500000,12.000000000
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,16,143,0.00013637542724609,12.840128663
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,17,77,0.00007343292236328,13.733213459
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,18,43,0.00004100799560547,14.573735245
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,19,24,0.00002288818359375,15.415037499
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,20,8,0.00000762939453125,17.000000000
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,21,1,0.00000095367431641,20.000000000
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,post,22,0,0.00000000000000000,inf
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,0,1048576,1.00000000000000000,-0.000000000
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,1,879508,0.83876419067382812,0.253662825
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,2,490990,0.46824455261230469,1.094665884
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,3,252807,0.24109554290771484,2.052323115
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,4,130797,0.12473773956298828,3.003030074
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,5,69725,0.06649494171142578,3.910611591
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,6,38304,0.03652954101562500,4.774792563
2,2,3,1024,2097152,1048576,cycle,6,shared,os-getrandom,random-old-and-new-paths,insertion,7,21708,0.02070236206054688,5.594060807
